제목,가사,가수,발매일,좋아요수,장르
진짜 진짜 좋아해,"누가 너를 내게 보내주었나

나 너를 위해 웃음 보내고

나 너를 알고 그리움 알았네

낙엽 지는 소리 좋아하던 너

아~난 몰랐네~

네가 낙엽될줄은

아~ 넌 들었니

내가 널 좋아한단 말~ 음~

진짜 진짜 좋아해

너를 너를 좋아해

-간주-

아~난 몰랐네~

네가 낙엽될줄은

아~넌 들었니

내가 널 좋아한단 말~음~

진짜 진짜 좋아해

너를 너를 좋아해",심수봉,2001.11.08,99,성인가요/트로트
아버지의 강,"아 저녁 바람에 억새 울고
강 기슭에 물새 울면
어디선가 들려오는 아버지의 노래
고기를 잡아 날 키우시고
뱃노래 불러 날 재우시던
아아아 아버지
불러봐도 대답 없이 흐르는
저 강은 아버지의 강이여
저 강 건너 나루터에
물새 한 마리 슬피 울면
강바람에 검게 타신
아버지가 그리워
고기를 잡아 날 키우시고
뱃노래 불러 날 재우시던
아아아 아버지
불러봐도 대답 없이 흐르는
저 강은 아버지의 강이여",신웅,2000.11.01,12,성인가요/트로트
어매,"어매어매 우리 어매
뭣 할라고 날 낳았던가
날 나거든 잘 나거나
못날나면 못 나거나
살자하니 고생이요
죽자 하니 청춘이라
요놈신세 말이아니네
어매어매 우리 어매
뭣할라고 날 낳았던가
님아 님아 우리 님아
소갈머리 없는님아
거친타향 님이 알제
속만 타면 누가아나
어떤친구 팔자좋아
장가한번 잘도가는데
몹쓸놈의 요네팔자
어매어매 우리 어매
뭣할라고 날 낳았던가
어매어매 우리 어매
뭣 할라고 날 낳았던가",진성,2000.01.01,123,성인가요/트로트
내사랑 지금 어디,"내 사랑 지 금 어 디

나를 버리 고 갔 지만

미워 할 수 록 그리움만

낙엽 처 럼 쌓여만 가네

그 어느 땐가 다정 하 게

사랑을 주 고 받고 행복 했지만

마음 변 해서 가버 린 지금

초라한 내 가 슴 속 에는

그 대 만을 못 잊어



- 간주중 -



내 사랑 지 금 어 디

철새 따라 갔 지만

생각 할 수 록 서러운 맘

강 물 처 럼 흘러만 가네

그 어느 땐가 영원 토 록

맹 세를 다 짐 하며 사 랑 했지만

마음 변 해서 가버 린 지금

외로운 내 가슴 속 에는

그 대 만을 못 잊어 그 대 만을 못 잊어

그 대 만 을 못 잊어",신유,2008.09.23,233,성인가요/트로트
안개낀 고속도로,"하염 없이 ~
하염 없아~
내리는 밤비는~
지나간 사랑 가슴에 안을 슬픔에 눈물이던가
너무나 사랑 한 당신이길래
그리움을 못참아 끝없이
달려보는 안개낀 고속 도로",문주란,2009.08.03,95,성인가요/트로트
얼룩진 상처,"저 멀리 사라진 너의 발길
눈물속에 아른거리고
붙잡지도 못하는 나의 가슴
서러움에 젖어있네요
수많은 별처럼 아름답던
우리들의 이야기는
맺지도 못하고
낙엽처럼 흩어져야 하는건가요
얼룩진 상처를 나만 외로이
달래야만 하는것인데
잃어버린 사랑이여
다시 찾을 수 없는건가요

수많은 별처럼 아름답던
우리들의 이야기는
맺지도 못하고
낙엽처럼 흩어져야 하는건가요
얼룩진 상처를 나만 외로이
달래야만 하는 것인데
잃어버린 사랑이여
다시 찾을 수 없는건가요
잃어버린 사랑이여
다시 찾을 수 없는건가요",백영규,1995.01.01,36,성인가요/트로트
북한강에서,"어두운 밤 하늘에
가득 덮힌 먹구름이
밤새 당신 머릴
짓누르고 간 아침
나는 여기 멀리
해가 뜨는 새벽강에
홀로 나와 그 찬물에
얼굴을 씻고
서울이라는 아주
낯선 이름과
또 당신 이름과
그 텅빈 거릴 생각하오
강가에는 안개가
안개가 가득 피어나오

짙은 안개속으로
새벽강은 흐르고
나는 그 강물에 여윈
내 손을 담그고
산과 산들이 얘기하는
나무와 새들이 얘기하는
그 신비한 소릴
들으려 했소
강물속으론 또 강물이
흐르고 내 맘속엔 또
내가 서로 부딪치며
흘러가고 강가에는
안개가 안개가 또
가득 흘러가오

아주 우울한 나날들이
우리 곁에 오래 머물때
우리 이젠 새벽강을
보러 떠나요
과거로 되돌아 가듯
거슬러 올라가면
거기 처음처럼
신선한 새벽이 있소
흘러가도 또 오는
시간과 언제나 새로운
그 강물에 발을
담그면 강가에는
안개가 안개가
천천히 걷힐거요
흘러가도 또 오는
시간과 언제나 새로운
그 강물에 발을
담그면 강가에는
안개가 안개가
천천히 걷힐거요",정태춘,-,44,성인가요/트로트
Love Tonight (밤이 짧은 연인들),"안개 자욱한 깊은 밤 골목길
우리는 어깨를 감싸고
안녕이 싫어서 헤어지기 싫어서
안타까운 눈빛 오가네
내일이면 또 만날 수 있지만
잡은 손 놓지를 못하고
뜨거운 두 마음 도시의 골목길
열기로 가득 채우네
짧은 밤이 너무나 야속해
짧은 밤이 너무나 야속해
우리 사랑 위해 아름다운 이 밤이
조금 더 길 순 없을까
내일이면 또 만날 수 있지만
잡은 손 놓지를 못하고
뜨거운 두 마음 도시의
골목길 열기로 가득 채우네
짧은 밤이 너무나 야속해
짧은 밤이 너무나 야속해
우리 사랑 위해 아름다운 이 밤이
조금 더 길 순 없을까
내일이면 또 만날 수 있지만
잡은 손 놓지를 못하고
뜨거운 두 마음 도시의
골목길 열기로 가득 채우네",진시몬,2010.05.07,104,성인가요/트로트
오빠는 잘있단다,"너를 만나 사랑했다 행복했었다
날 두고 떠나갈 수있나
잃어버린 세월에 내 이름 생각난다면
오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다

너를 만나 사랑했다 행복했었다
날 두고 떠나갈 수있나
잃어버린 세월에 내 이름 생각난다면
오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다
지킬 수 없었던 약속 남자는 울었지
실패한 사랑에 내 이름을 지우고
이별 앞에 몸을 숨긴 오빠를 잊어다오
세월 속에서 오빠는 잘 있단다",현숙,2011.03.30,101,성인가요/트로트
멋진인생,"아리아리아리 동 동
쓰리쓰리쓰리 동 동
잘났다고 못났다고
누가 말했나
서로 믿고 사랑하면
그것이 멋진 인생
많고 많은 사람 중에
우리 만남은
하늘에서 맺어주신
천생연분일세
아리랑 쓰리랑
아라리가 났구나
아리아리아리 동 동
스리스리스리 동 동
아름다운 이 세상에
한 번 왔다 가는 인생
멋지게 살아보세
아리아리아리 동 동
쓰리쓰리쓰리 동 동
잘난 사람 못난 사람
따로 있더냐
서로 믿고 사랑하면
그것이 멋진 인생
백지장도 맞들면은
가볍다는데
세상 살이 힘들 거든
함께 살아봐요
아리랑 쓰리랑
아라리가 났구나
아리아리아리 동 동
스리스리스리 동 동
아름다운 이 세상에
한 번 왔다 가는 인생
멋지게 살아보세",김연자,2011.05.03,105,성인가요/트로트
어느 소녀의 사랑이야기,"그대를 만날때면
이렇게 포근한데
이룰수 없는 사랑을
사랑을 어쩌면 좋아요
미소를 띄워봐도
마음은 슬퍼져요
사랑에 빠진 나를
나를 건질 수 없나요
내 인생의 반은
그대에게 있어요
그 나머지도
나의 것은 아니죠
그대를 그대를
그리워하며 살아야하니까
이 마음 다 바쳐서
좋아한 사람인데
이룰 수 없는 사랑을
사랑을 어쩌면 좋아요
내 인생의 반은
그대에게 있어요
그 나머지도
나의 것은 아니죠
그대를 그대를
그리워하며 살아야하니까
이 마음 다 바쳐서
좋아한 사람인데
이룰 수 없는 사랑을
사랑을 어쩌면 좋아요",정수라,1990.12.01,103,성인가요/트로트
행복을 비는 마음,"차라리 당신을 만나지 않았다면
이렇게 흐느끼며 울고 있지 않을걸
이제는 두 번 다시 사랑할 수 없는
그 사람 조용히
눈을 감고 행복을 빌자
미련에 가슴아파도 사나이라면
이별이란 슬픈 것 가슴 아픈 것
세월이 흘러가면 잊을날 있다지만
이제는 두번 다시 사랑할 수 없는
그 사람 서러운
내 가슴에 비가 내리네
그래도 행복을 빌자 사나이라면",나훈아,1996.11.29,16,성인가요/트로트
보고싶다 내사랑,"가로등 불빛이
꺼져가는 서울의 밤
갈 곳을 잃은
이 마음 추억에 젖은 채
이 거리를 걸어봐도
눈물이 앞을 가리네
돌이킬 수 없는
그 세월 그 세월
돌아올 수 없는
그 여자 우연히 어디서라도
꼭 한번 보고싶은 그 때 그 여자
아 아 밤은 깊어 가는데
외로워 너무 외로워
사랑아 내 사랑아
보고싶다 내 사랑아
화려한 불빛이
꺼져가는 서울의 밤
갈 곳을 잃은
이 마음 추억에 젖은 채
이 거리를 걸어봐도
눈물이 앞을 가리네
돌이킬 수 없는
그 세월 그 세월
돌아올 수 없는
그 남자 우연히 어디서라도
꼭 한번 보고싶은 그 때 그 남자
아 아 밤은 깊어 가는데
외로워 너무 외로워
사랑아 내 사랑아
보고싶다 내 사랑아
보고싶다 내 사랑아",이병철,2012.05.21,120,성인가요/트로트
남자의 인생,"무엇을 얻엇는가
돈인가 사랑인가 명예이던가
사나이 인생길에 거침없이
오늘도 살아간다
아파할것도
눈물흘릴것도 없다
남자의 인생이니까
가슴에 흐르는 눈물삼키고
다시 사는거야
태양은 나를향해 떠오를테니
두 주먹불끈쥔다
무엇을 남겼는가
꿈인가 행복인가 부귀이던가
사나이 인생길에
거침없이 내일 살아간다
슬퍼할것도 후회할것도없다
남자의 인생이니까
세월의 아픈길을
이를악물고 살아 왔던거야
태양은 내일 다시 떠오를테니
오늘도 나는간다
두주먹 불끈쥔다",홍원빈,2012.05.29,499,성인가요/트로트
내가 (MBC 대학가요제 대상),"이 세상에 깊은 꿈 있으니
아득한 사랑에 눈을 내리고
우리 사랑에 노래 있다면
아름다운 생 찾으리라
이 세상에 슬픈 꿈 있으니
외로운 마음에 비를 적시고
우리 그리움에 날개 있다면
상념의 방랑자 되리라
이 내 마음 다하도록 사랑한다면
슬픔과 이별 뿐이네
이 내 온정 다하도록 사랑한다면
진실과 믿음 뿐이네
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
이 세상에 깊은 꿈 있으니
아득한 사랑에 눈을 내리고
우리 사랑에 노래 있다면
아름다운 생 찾으리라
이 내 마음 다하도록 사랑한다면
슬픔과 이별 뿐이네
이 내 온정 다하도록 사랑한다면
진실과 믿음 뿐이네
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
내가 말없는 방랑자라면
이 세상의 돌이 되겠소
내가 님 찾는 떠돌이라면
이 세상 끝까지 가겠소
이 세상 끝까지 가겠소
이 세상 끝까지 가겠소",김학래,1978.08.31,178,성인가요/트로트
사랑찾아 인생찾아,"라라랄라
라라라라 랄라
라라라라 라라라랄라
사랑 찾아 인생을 찾아
하루 종일 숨이 차게 뛰어다닌다
서울 하늘 하늘 아래서
내 꿈도 가까이 온다
사랑도 있고 우정도 있고
하늘 아래 살고 있고
저마다 다른 인생 속에
또 하루를 바쁘게 산다
우리 인생 살다 보면
힘든 날도 수없이 찾아오지만
사랑하나 그 사랑하나
찾으려고 몸부림치네
사랑 찾아 인생을 찾아
하루 종일 숨이 차게 뛰어 다닌다
서울 하늘 하늘 아래서
내 꿈도 가까이 온다
사랑도 알고 우정도 알고
정 하나로 살고 있고
저마다 값진 인생 속에
또 하루를 바쁘게 산다
우리 인생 살다 보면
힘든 날도 수없이 찾아오지만
오늘 보다 더 멋진 인생
찾기 위해 몸부림치네
사랑 찾아 인생을 찾아
지친 가슴 끌어안고 뛰어 다닌다
서울 하늘 하늘 아래서
내 꿈도 가까이 온다",금잔디,2014.03.28,119,성인가요/트로트
카리스마,"아 신라의 밤이여
이 세상에서 꿈꾸던 나의 인생은
세월 가면 잊혀지는 그런 게 아니야

하루를 살다가도 영원토록 기억되는 사람
그게 바로 나야
영웅처럼 사는 거야

이 세상에서 꿈꾸던 나의 사랑은
바람처럼 스쳐가는 그런 게 아니야

하루를 사랑해도 숨이 막혀 미칠 듯한 사랑
그게 바로 나야
영화처럼 사는 거야

어둠을 제압하는 불타는 눈빛
폭풍을 잠 재우는 잔잔한 미소

세상 모든 만물들이 고개를 숙이고
하늘을 끌어안는 넉넉한 가슴

대지를 불사르는 뜨거운 정열
그게 바로 나야
거침없는 카리스마

이 세상에서 펼쳐진 나의 인생은
오랜 세월 꿈꿔왔던 그런 게 아니야

하지만 세월 앞에 모든 것을 포기 하진 않아
그게 바로 나야
희망 속에 사는 거야

어둠을 제압하는 불타는 눈빛
폭풍을 잠재우는 잔잔한 미소

세상 모든 만물들이 고개를 숙이고
하늘을 끌어안은 넉넉한 가슴

대지를 불사르는 뜨거운 정열
그게 바로 나야
거침없는 카리스마

하늘을 끌어안은 넉넉한 가슴
대지를 불사르는 뜨거운 정열

그게 바로 나야
거침없는 카리스마

그게 바로 나야
거침없는 카리스마",유미,2014.11.20,117,성인가요/트로트
사랑타령,"야야야 사랑이로구나
야야야 사랑타령이야
야야야 사랑이로구나
야야야 사랑타령이야
봄날사랑은 꽃피는 사랑
여름사랑은 소낙비 사랑
가을사랑은 단풍잎 사랑
겨울사랑은 겨울비 사랑
메마른 가슴에 사랑비가 오네
메마른 가슴에 사랑비
사랑비가 오네
야야야 사랑이로구나
야야야 사랑타령이야
가는 세월은 잡을 수가 없고
가는 청춘도 잡을 수가 없고
가는 세월은 이자도 없고
가는 청춘은 벌금도 없고
세상천지를 다 준다 해도
지나간 세월은 다시 돌아오지 않아
야야야 사랑이로구나
야야야 사랑타령이야
사랑 사랑 사랑타령이야
사랑 사랑 사랑타령이야
사랑 사랑 사랑타령 사랑타령이야
봄날사랑은 꽃피는 사랑
여름사랑은 소낙비 사랑
가을사랑은 단풍잎 사랑
겨울사랑은 겨울비 사랑
메마른 가슴에 사랑비가 오네
메마른 가슴에 사랑비
사랑비가 오네
야야야 사랑이로구나
야야야 사랑타령이야
내 주머니에 돈 떨어지니
양주 먹다가 소주를 먹고
내 주머니에 돈 떨어지니
자가용 타다가 버스를 타고
내 주머니에 돈 떨어지니
고기 먹다가 라면을 먹고
내 주머니에 돈 떨어지니
친구마저도 나를 나를 떠나가네
야야야 사랑이로구나
야야야 사랑타령이야
야야야 사랑이로구나
야야야 사랑타령이구나",태진아,2014.12.10,564,성인가요/트로트
또 또 (Again & Again),"또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
오빠는 오늘도
열심히 살고 있다고
일이 너무 바빠서
연락 조차 못했어
오빠는 오직 나만
생각하고 있다고
그러니 안심하라고 라고 어 오
보고 싶다고 전화를 걸어도
한참 뒤에야 연락오는 너
어젯밤엔 왜 전화 안 받아요
사랑한단 말만 하는 널
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
매일 말로만 보고 싶다 사랑한다
그렇게 말 뿐이라면 누가 못해
오빠는 니 할 일만 하지
왜 자꾸 내게 돌아와
귀찮게 짜증나게 하네
보고 싶다고 전화를 걸어도
한참 뒤에야 연락 오는 너
어젯밤엔 왜 전화 안 받아요
사랑한단 말만 하는 널
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
난 항상 니 옆에 있는데
왜 자꾸 딴 생각 해
몇 번을 말해야만 아니 너
난 정말 니가 좋단 말야
날 자꾸 속이진 마
난 항상 니 생각 하는데
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
거짓말 좀 그만 해
거짓말 좀 그만 해
거짓말 좀 그만 좀 해 그만 좀 해 너
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야
또 또 거짓말 내 눈엔 다 보여
또 또 거짓말 너 지금 어디야",에이플러스,2015.02.17,87,성인가요/트로트
눈물꽃,"이래도 되는 건가요
마음대로 사랑 해놓고
이제와 당신은 무슨 이유로
나를 멀리 두려 하나요
조금만 기다려줘요
이대로 갈 순 없어요
당신의 사랑 앞에 눈물로 피는
난 이름 없는 꽃인건가요
아무런 변명도 하지 말아요
날 그냥 내버려둬요
이별을 예감하는 바람소리가
가슴에 젖어오는데
다시 또 볼 수 없는 사랑인가요
내 사랑이 안타까워요
여자의 가슴으로 피어나는 꽃
눈물로 피는 꽃이죠
아무런 변명도 하지 말아요
날 그냥 내버려둬요
이별을 예감하는 바람소리가
가슴에 젖어오는데
다시 또 볼 수 없는 사랑인가요
내 사랑이 안타까워요
여자의 가슴으로 피어나는 꽃
눈물로 피는 꽃이죠
눈물로 피는 꽃이죠",김다나,2016.02.24,191,성인가요/트로트
그 사람,"나 진정 당신을
잊었다고 생각했는데
잊은 게 아니었어
지운 게 아니었어
그렇게 쉬운 게 아니었나봐
보고 싶은데도
끝내 보지 못하고
그 사람을 그리워하네
그 사람이 생각이 나네
너무나 가슴이 시려 오네요
진정 당신은 나를 잊었나요
얘기라도 한번 듣고 싶네요
나 진정 당신을 그리워서
잠 못 이루네
아직도 남아 있는
뜨겁던 그 손길을
이렇게 지울수가 없나봐
이른 새벽녁에
잠도 자지 못하고
그 사람을 그리워하네
그 사람이 생각이 나네
너무나 가슴이 시려 오네요
진정 당신은 나를 잊었나요
얘기라도 한번 듣고 싶네요
얘기라도 한번 듣고 싶네요",조항조,2016.07.13,261,성인가요/트로트
가버린 친구에게 바침 (1980),"하얀날개를 휘저으며
푸른 푸른 산위에 떠오오네
떠나가버린 그사람의 웃는 얼굴이
흘러가는 강물처럼
사라져버린 그 사람
다시는 못오는 머나먼 길 떠나가네
한업이 넓은 가슴으로
온세상을 사랑하다
날리는 낙엽 따라서 떠나가 버렸네
울어봐도 오지않네
불러봐도 대답없네
꿈속에서 영원히 잠이들었네
한업이 넓은 가슴으로
온세상을 사랑하다
날리는낙엽 따라서 떠나가 버렸네
울어봐도 오지않네
불러봐도 대답없네
꿈속에서 영원히 잠이 들었네",이명훈,2013.02.08,143,성인가요/트로트
수은등,"어스름 저녁 길에 하나 둘
수은등 꽃이 피면은
그대와 단 둘이서 거닐던
이 길을 서성입니다
수은등 은은한 빛
변함 없어도
당신은 변했구려 보이질 않네
아 수은등 불빛아래
이 발길은 떠날 줄 몰라
어두운 밤 거리에 하나 둘
오색 불 깜빡거리면
그대의 웃음소리 들려 올 듯
내 가슴은 설레이네
바람 부는 이 거리는
변함이 없건만
당신은 변했구려 보이질 않네
아 오색 불 깜빡이는
이 거리를 잊으셨구려",장민호,2017.01.02,"2,097",성인가요/트로트
줌마렐라,"줌마줌마줌마 렐라렐라렐라
줌마줌마줌마
애들 때문에 남편 때문에
내 이름을 잊고 살았지
김치 담그고 명절 보내고
앓아 누웠지
매일 쓸어도 매일 닦아도
티도 안나지 오
남편 아들 딸 모두 모르지
여고시절에 나를 찿아서
용기를 내자 나를 바꾸자
아줌마를 버리자
줌마줌마줌마 줌마렐라
나도 여자야
렐라렐라렐라 줌마렐라
나는 줌마렐라
줌마줌마줌마 줌마렐라
나를 사랑해 오
예쁘게 살자 멋지게 살자 줌마렐라
줌마줌마줌마
직장 생활에 집안 살림에
나도 힘들어 오
남편 아들 딸 모두 모르지
백세인생에 뭐가 문제야
내 나이 어때 늦지 않았어
아줌마를 살리자
줌마줌마줌마 줌마렐라
나도 여자야
렐라렐라렐라 줌마렐라
나는 줌마렐라
줌마줌마줌마 줌마렐라
나를 사랑해 오
예쁘게 살자 멋지게 살자 줌마렐라
줌마줌마줌마 줌마렐라
나도 여자야
렐라렐라렐라 줌마렐라
나는 줌마렐라
줌마줌마줌마 줌마렐라
나를 사랑해
예쁘게 살자 멋지게 살자 줌마렐라
예쁘게 살자 멋지게 살자 줌마렐라",숙행,2017.05.17,394,성인가요/트로트
오늘 같은 밤이면,"얼마나 그댈 그리워하는지 몰라
더 이상 외로움 난 견딜 수 없고
언제나 어두운 밤이 찾아올 때면
살며시 그대 이름 부르곤 했어
눈감으면 그대 곁에 있는 것 같아
하지만 그대 숨결 느낄 수 없고
무겁게 나를 누르는 이 빈 공간은
끝없는 방황으로 나를 이끄네
기나긴 기다림 속에 지쳐도
그대 외롭다고 눈물짓지 마
언젠가 그대의 두 손을 잡고서
함께 걸어갈 테야
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어
기나긴 기다림 속에 지쳐도
그대 외롭다고 눈물짓지 마
언젠가 그대의 두 손을 잡고서
함께 걸어갈 테야
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어
오늘 같은 밤이면 그대를
나의 품에 가득 안고서
멈춰진 시간 속에 그대와
영원토록 머물고 싶어",박정운,2014.04.24,195,성인가요/트로트
징기스칸,"후 하 후 하 후 하 후 하
후 하 후 하 후 하 후 하
후 하 후 하 후 하 후 하
그 언젠가 누군가가
들려주던 이야기 후 하
나라위해 몸을 바친
아름다운 이야기 후 하
하후하 약한자를 도우며 사랑했네
슬픈자는 용기를 주엇다네
내맘속에 영웅이였네 후 하
하후 징징 징기스칸 하늘에
별처럼 무두가 사랑했네
징징 징기스칸 내 작은 가슴에
용기를 심어줬네 겁이많던 내게
워 허허허 용기를 주었네 와
하하하 내맘속에 영웅이였네
징징 징기스칸 하늘에 별처럼
모두가 사랑했네 징징 징기스칸
내 작은 가슴에 용기를 심어줬네
겁이 많던 내게 워 허허허
용기를 주었네 와 하하하
꿈과 용기 간직하리라 후 하
후 하 후 하 후 하 후 하
후 하 후 하 후 하 후 하
그 언젠가 누군가가
들려주던 이야기 후 하
하 후 하 나라위해 몸을 바친
아름다운 이야기 후 하
하후하 약한자를 도우며 사랑했네
슬픈자는 용기를 주엇다네
내맘속에 영웅이였네 후 하
하후 징징 징기스칸 하늘에
별처럼 무두가 사랑했네
징징 징기스칸 내 작은 가슴에
용기를 심어줬네 겁이많던 내게
워 허허허 용기를 주었네
와 하하하 내맘속에 영웅이였네
징징 징기스칸 하늘에 별처럼
모두가 사랑했네 징징 징기스칸
내 작은 가슴에 용기를 심어줬네
겁이 많던 내게 워 허허허
용기를 주었네 와 하하하
꿈과 용기 간직하리라
후 하 후 하 후 하 후 하
후 하 후 하 후 하 후 하",조경수,1979.08.06,73,성인가요/트로트
용두산 에레지,"용두산아 용두산아
너만은 변치 말자
한 발 올려 맹세하고
두 발 디뎌 언약하던
한 계단 두 계단
일백구십사 계단에
사랑 심어 다져놓은
그 사람은 어디 가고
나만 홀로 쓸쓸히도
그 시절 못 잊어
아 못 잊어 운다
둘이서 거닐던
일백구십사 계단에
즐거웠던 그 시절은
그 어디로 가버렸나
잘 있거라 나는 간다
꽃 피던 용두산
아 용두산 엘레지",송가인,2019.10.08,"5,492",성인가요/트로트
남은 것은 당신 뿐,"나에겐 당신이라는 의미를 깨닫기까지
수많은 계절이 꿈처럼 지나갔다오
사는게 너무 힘들어 떠나려했던 날에도
못난 내가 눈에밟혀 돌아온거 기억하오
세월의 끝자락에
우리 함께 할수 있어서
작아진 몸이라도
서로 의지 할수 있어서 음
우리 지난날 돌아보니
남은것은 당신뿐이오
사는게 너무 힘들어 떠나려했던 날에도
못난 내가 눈에밟혀 돌아온거 기억하오
세월의 끝자락에
우리 함께 할수 있어서
작아진 몸이라도
서로 의지 할수 있어서 음
여보 아이들도 떠나니
남은것은 당신뿐이오
남은것은 당신뿐이오",권인하,2020.01.05,326,"성인가요/트로트, 국내드라마"
똑똑똑,"똑똑똑
들어가면 받아주나요
누나의 눈망울 속에
내 두근거리는 가슴
설레어서 터질 느낌
사랑이 꼭 익어가네요
상큼한 그 미소로 바라볼 때면
세상이 다 내 것처럼
달콤한 그 입술로 속삭여주면
지켜온 순정을 다 줄게요
믿어요 내 약속 절대 변치 않아요
누난 내 여자 내 보물아
똑똑똑
내 마음이 전해졌나요
누나의 심장 속으로
내 두근거리는 가슴
설레어서 터질 느낌
사랑이 꽃피워가네요
상큼한 그 미소로 바라볼 때면
세상이 다 내 것처럼
달콤한 그 입술로 속삭여주면
지켜온 순정을 다 줄게요
믿어요 내 약속 절대 변치 않아요
누난 내 여자 내 사랑아
믿어요 내 약속 절대 변치 않아요
그댄 내 여자 내 보물아",김재혁,2020.01.23,71,성인가요/트로트
오빠야,"그대는 나만의 오빠야
처음보는 순간 난 빠져버렸어
아차하는 순간에 난 홀려 버렸어
내 가슴에 파고든 그 사람 때문에
나는 그대를 잡고 싶었어
얼굴 몸매 매너 모두 매력 덩어리
따뜻한 그 미소조차 훈남 덩어리
내 가슴에 녹아든 그 사람 때문에
나는 그댈 갖고 싶었어
가슴으로 울고 있는데
오빠 없인 못살겠는데
한번만 뒤돌아 나를 안아준다면
그대로 난 쓰러질텐데
오빠야 한번만 안아주세요
사랑해 한마디만 말해주세요
그때는 내가 당신 여자 될게요
그대는 나만의 오빠야
처음보는 순간 난 빠져버렸어
아차하는 순간에 난 홀려 버렷어
내 가슴에 파고든 그 사람 때문에
나는 그대를 잡고 싶었어
얼굴 몸매 매너 모두 매력 덩어리
따뜻한 그 미소조차 훈남 덩어리
내 가슴에 녹아든 그 사람 때문에
나는 그댈 갖고 싶었어
가슴으로 울고 있는데
오빠 없인 못살겠는데
한번만 뒤돌아 나를 안아준다면
그대로 난 쓰러질텐데
오빠야 한번만 안아주세요
사랑해 한마디만 말해주세요
그때는 내가 당신 여자 될게요
그대는 나만의 오빠야
한번만 뒤돌아 나를 안아준다면
그대로 난 쓰러질텐데
오빠야 한번만 안아주세요
사랑해 한마디만 말해주세요
그때는 내가 당신 여자 될게요
그대는 나만의 오빠야
그대는 나만의 오빠야
오빠야",비비추,2020.02.21,62,성인가요/트로트
만남,"우리 만남은 우연이 아니야
그것은 우리의 바램이었어
잊기엔 너무한 나의 운명이었기에
바랄 수는 없지만 영원을 태우리
돌아보지 마라 후회하지 마라
아 바보같은 눈물 보이지 마라
사랑해 사랑해 너를 너를 사랑해
돌아보지 마라 후회하지 마라
아 바보같은 눈물 보이지 마라
사랑해 사랑해 너를 너를 사랑해
사랑해 사랑해 너를 너를 사랑해",영탁,2020.05.15,"5,390",성인가요/트로트
허공,"꿈이었다고 생각하기엔
너무나도 아쉬움 남아
가슴태우며 기다리기엔
너무나도 멀어진 그대
사랑했던 마음도
미워했던 마음도
허공속에 묻어야만 될
슬픈 옛 이야기
스쳐버린 그 날들
잊어야할 그 날들
허공속에 묻힐 그날들
잊는다고 생각하기엔
너무나도 미련이 남아
돌아선 마음 달래보기엔
너무나도 멀어진 그대
설레이던 마음도
기다리던 마음도
허공속에 묻어야만 될
슬픈 옛이야기
스쳐버린 그 약속
잊어야할 그 약속
허공속에 묻힐 그 약속",장민호,2020.06.05,"2,555",성인가요/트로트
