제목,가사,가수,발매일,좋아요수,장르
Pasta! (Feat. Chillin Homie)(Prod. KONA),"Imma whippin like Pasta
and I am too hard like Lobsta
삶은 피폐 like Rockstar
가까운 미래엔 되지 난 Rapstar
shut down like Skepta
1년 반째 전부가 다 비상
seoul city 전부 긴장
때려 끝나가니 이제 Corna
whip whip whip whip whip
whippin like Pasta
가질 시간이 없어 Tea time
먹을때마다 난 항상 Dinner
whip whip whip whip whip
whippin like Pasta
feel like I'm in Sicilia
go on tour 전부다 기상
uh
you fallin down
넌 쉽게 엎어졌어
난 바닥 치고 올라
uppercut
내 말에 껌뻑
죽어
foreign girl
we 2 on 2
매일 밤마다
fall in love
Rapper 라든데 다
양심없어
널 놓고 한다는 게
dirty talkin
우린 쉽게 get that
내 daily routine
술 취하면 민폐지
친군 내 옆에
찬밥 취급 한명이라도
반대
니 옆자리 친구 챙겨
데릴러 갈게
내 옆자리
lil xasimi 요리사 포스
main dishes
you already know
몇 분뒤에
다 비워진 통
stop talkin
just take the pasta
Imma whippin like Pasta
and I am too hard like Lobsta
삶은 피폐 like Rockstar
가까운 미래엔 되지 난 Rapstar
shut down like Skepta
1년 반째 전부가 다 비상
seoul city 전부 긴장
때려 끝나가니 이제 Corna
whip whip whip whip whip
whippin like Pasta
가질 시간이 없어 Tea time
먹을 때마다 난 항상 Dinner
whip whip whip whip whip
whippin like Pasta
feel like I'm in Sicilia
go on tour 전부 다 기상
Ye Im up
In this bitch 이건 아냐 bluff
20 2 1 i gotta go
They call me rookie 아니래도 이제
In the club 디제인
내 노래 틀어 do the math
imma deal wit it
내껀 없지 여기에 니 b급 production관
i aint deal wit that
What's pop 봐 어때 이런 맛
잘 들어 이건 내가 주 는 Manual
다 이것 밖에 못해 지루함
너흰 절대 못 타지 이렇게 나같이
I don’t talk
너희가 노는 사이 workaholic
I say like fuck corona
아마 두 이제 내 price goin high
안돼지 너흰 손떼고
Look at me now
Imma whippin like Pasta
and I am too hard like Lobsta
삶은 피폐 like Rockstar
가까운 미래엔 되지 난 Rapstar
shut down like Skepta
1년 반째 전부가 다 비상
seoul city 전부 긴장
때려 끝나가니 이제 Corna
whip whip whip whip whip
whippin like Pasta
가질 시간이 없어 Tea time
먹을 때마다 난 항상 Dinner
whip whip whip whip whip
whippin like Pasta
feel like I'm in Sicilia
go on tour 전부 다 기상",Blase (블라세),2021.08.25,"1,520",랩/힙합
SAVIOR,"Yeah
날 네게 이끈 gravity
선명해지는 chemistry
너로 완성된 favorite
너의 마음속으로 가 닿길 원해
눈부신 너란 flashlight
난 널 맴도는 satellite
결국 찾아낸 savior
너는 나의 기적
Yeah 견고한 architecture
brandnew kingdom
불꽃이 튀어 pow pow 숨기려 빈 건
햇볕 안 비추는 깊은 내 맘속
Trigger it’s you
널 꿈꿔왔던 dreamer yeah
반짝이는 모든 것
또 hundred dollar bills
이 도시의 밤도 lights down
I know who’s real
내 우주의 축 you deserve the best
Just you and me no hashtag
널 발견한 그 순간
중력처럼 이끌린 나야
끝도 없이 차올라
I can hear you calling
따스히 번진 네 목소린
바래져 가던 날 깨워
다시 나를 불러
날 네게 이끈 gravity
선명해지는 chemistry
너로 완성된 favorite
너의 마음속으로 가 닿길 원해
눈부신 너란 flashlight
난 널 맴도는 satellite
결국 찾아낸 savior
Love you’re mine
AB6IX
Supernova explosion girl
Burning up for you
넌 나의 태양 다가가면 뜨거워져 숨
Roller coaster ride
넌 날 뒤바꿔 놔
Take it to the next universe
like a fire
혼자이기 싫은 밤엔 날 끌어당겨
끈 떨어진 연처럼 아득해도
take me higher
맴도는 건 됐을 테니
아름답게 충돌할 수밖에 destiny
널 발견한 그 순간
중력처럼 이끌린 나야
끝도 없이 차올라
I can hear you calling
따스히 번진 네 목소린
바래져 가던 날 깨워
다시 나를 불러
날 네게 이끈 gravity
선명해지는 chemistry
너로 완성된 favorite
너의 마음속으로 가 닿길 원해
눈부신 너란 flashlight
난 널 맴도는 satellite
결국 찾아낸 savior
너는 나의 기적
Oh you make me crazy
Oh my one and only
Oh 어서 come to me
가장 가까이 아주 깊숙이
Oh you make me crazy
Oh my one and only
Oh 어서 come to me
Love you’re mine",AB6IX (에이비식스),2022.05.18,"4,815",랩/힙합
계승 (feat. 양홍원),"나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
가끔보다 더 많이 가끔은 헷갈려
그저 엇갈렸거나
다시 한번 더 해보자 라며 flowin'
실은 복잡한거야
실은 몰랐던거야?
진심을 못말한거야
서론은 *까고 다 까고 말해줄게 now
cash rule everything
around me cream
get the money doller doller bill yo
들어봤니
난 듣고 자랐지 물론 처음엔 아니고
하린이 누나 iriver 몰래 주머니에 쏙
넣은채 soul company
노래들 골라 쏙쏙
yepp으로 바뀌기 전 까지 걸림 wtf
엄마한테 잘린 파마 머리
분풀이였을지도
모르겠어 주먹 꽉 쥐면 퍽퍽 했는데
글게 시간 빠르다 하루하루 다르다
야 야 꼰대 드립은 좀 에바다
닥치고 들어봐 이십대잖아
애기지 귀엽지 근데 넌 왜
한숨 푹 쉬는거야?
멋진거지 라고 말하고 안하거나
못하거나 하고 난 됐네 멋진 거지
곡 보다 많이 팔린 쪽이 먹여 살린거지
내 인생 마지막 주인공이
18 baddyhomie wtf man
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
가끔보다 더 많이 가끔 헷갈려
그저 엇갈렸거나
다시 한번 더 해보자 라며 flowin'
실은 복잡한거야
실은 몰랐던거야?
진심을 못말한거야
서론은 *까고 다 까고 말해줄게 now
옛 팀은 내게 실패를
새 팀은 내게 기회를
내 랩은 위하지 다음 세대를
꿈에서 깨듯이 내 한계를 깨어
영원한 기억임에 어제 내가 지은 죄를
씻지 못 했다는 무의식에 갇혀
1초 지나간다는 인지에 머무나 또
왜 난 입이 닫히는지에 대해서 무지해
그래서 still i spit rap
I singing rap
왕십리에서 부터 써내려가
가진게 없는 내게 날개를 단 건
지금 옆에없는 너네라는
현실을 노래로하지
나는 계승해
Hiphop R&b Rap
내가 개선해야겠어
A yo Young B microphone checker
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
나는 계승
받을대로 받은자
받은대로 다음 세대를 항해 하는 자
가끔보다 더 많이 가끔은 헷갈려
그저 엇갈렸거나
다시 한번 더 해보자 라며 flowin'
실은 복잡한거야
실은 몰랐던거야?
진심을 못말한거야
서론은 *까고 다 까고 말해줄게 now
oh boyy i can't feel your pain
이수린 넌 참 성급해
또 섣부르게 행동하지 하지만
잃을 것도 겁도 없는데 어떡해 bro
왔잖아 서울로 다시
마신 약이 만든 야기 2년 넘게 없던 마실
gamma 빚에 얹은 빚에 빛 보러 왔지
근데 벌써 그립다고 하곤 해 031
ah shit let me say somthin' 세이
넌 날 믿기보다 위하고 난 실패해
show me 10
일산 cj 촬영장에서 잡은 taxi를
타고 도망 간 윗잔다리엔
no more freestyle rap
graffiti 닦으니 추억조차 darkness
yo 책 첫장에서 내 역할은 엮은이
jazzy ivy 다음 superman 된 double y
모두 기다린 다음 장을 엮어 khalifa 난
계승자",unofficialboyy,2022.10.01,"1,750",랩/힙합
Liquor (Feat. Jvcki Wai),"I like this liquor i like this liqour
i like this liqour no like i luv it
I like this liquor i like this liqour
i like this liqour no like i luv it
빨간 컵 안에 따러
망고향은 더 추가로
들이쉬어 숨과 흰 가루
no lie i luv it
지금 난 더 이상 순수하지 않아
1 2년 전에와 비하면은 말야
우린 더 올라가고 있고 웃음이
멈추지를 않어 이미 나는 구름 위
멈추지를 않어 흐름이
들이켜 liqour 들이켜 liquor
망고링고 세 캔 째
puffed alot 난 한없이
popped and sniffed alot of pills
카드날은 하얗지
아직 세 알이 남았고
초콜렛을 얘기하는 말은 아니지
I like this liquor i like this liqour
i like this liqour no like i luv it
I like this liquor i like this liqour
i like this liqour no like i luv it
빨간 컵 안에 따러
망고향은 더 추가로
들이쉬어 숨과 흰 가루
no lie i luv it
jenny penny married to the mary
I'm too wavy now and I luv it too
frozen heart let it go
sorry baby I'm in seoul
다시 돌아온 eddy pauer
차에 올라타
터뜨려 우리의 케미
펑 내는 곡마다
지하에선 rockstar
go 시궁창 to the top
jameson & tequila 컵에 부어
아무렇게나 마셔
귀엔 크게 울려대는 스피커
손목에는 스티커
pull up to the party
we be pourin' pourin' liquor
입에 잠군 zipper
내 앞에서 비켜
pull up to the party
we be pourin' pourin' liquor
I like this liquor i like this liqour
i like this liqour no like i luv it
I like this liquor i like this liqour
i like this liqour no like i luv it
빨간 컵 안에 따러
망고향은 더 추가로
들이쉬어 숨과 흰 가루
no lie i luv it
지금 나 혼자 떨어져 있어
쟤넨 날 이해할 수 없어",ZENE THE ZILLA,2018.12.12,"9,845",랩/힙합
이거 마시면 우리 사귀는 거다 (Feat. 래원) (Prod. Jumal of SMGS),"주황색 천막 마치 지는 노을
오늘은 포차 그만 가 좀 클럽
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
파란색 테이블 마치 동해 바다
파도가 때리듯 넘친 잔이 찰랑
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
니 앞에선 항상 나는 못 된 상상
긴장해 두 다리 달달 의자 다리가
난 알아 넌 와인에 체리 따고 몰래
가서 소주에다 고추장에 고추를 찍어
그게 작은 탓에 매웠겠지만 괜찮아
나한테는 맵지 않은 고추가 있어
청담 안 살면서 청담에서 놀면
뻔하지 노잼에 무리해서
돈 내는 기계들
카푸어 오빠들 외제차나 탈 줄
알지 절대 못 타 이 소맥의 비율을
oh 그만 올려 스토리 huh
나 태그 안 할거면 그 폰 좀 치워
oh 얘기 좀 해 우리 huh
너 오돌뼈 사진 백 장은 찍었어
yo check this out 나는 정상 아
아니지 정우성 간지요
웃어 그럼 술 더 먹고 취해
너도 예쁘지만
아직 손예진 급은 아니여
좀 더 좀 더 좀 더 취해봐 좀 더
운동 운동 너 땜에 내 아래는 벌크업
몰래 봤었어 니 오운완
이제 달자 해시태그 오섹완
주황색 천막 마치 지는 노을
오늘은 포차 그만 가 좀 클럽
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
파란색 테이블 마치 동해 바다
파도가 때리듯 넘친 잔이 찰랑
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
니 앞에선 항상 나는 못 된 상상
벌써 침대로 간 나 격렬한 소린
카톡 누구야 전화 누구야
웬 남자 이름 오지 말라 그래
아 여자구나 오 예쁘구나
그럼 내 친구도 부를게
바로 오라 그래
이거 마시면 우리 사귀는 거야
서른 넘은 형들의 가르마 모양
클럽에서 눈길 주지 마
맥대디형이랑
아까 같이 들어온 저기는
나와는 상관없는 죽돌이라니까
아직이야 밑에는
화장실에 비치된 물비누처럼
닳아지기 전에는
안 넣어줘 눈 마주치는 곳 버정
위 아래 기둥과 허우적 허우적
허우적 얼음 얼음
주황색 천막 마치 지는 노을
오늘은 포차 그만 가 좀 클럽
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
파란색 테이블 마치 동해 바다
파도가 때리듯 넘친 잔이 찰랑
이거 마시면 우리 사귀는 거다
이거 마시면 우리 사귀는 거다
니 앞에선 항상 나는 못 된 상상
못 참겠어 일어나자 문 열어줄게",가오가이 (kaogaii),2022.06.30,"1,415","랩/힙합, 인디음악"
Lost (Feat. 화요비),"언젠가는 다 알겠지
나의 마음이 닿겠지
매일 눈물로 말해도
넌 알지 못해
every day every night
I've been crying
every day every night
I've been dying but u never know
머리가 아프고
너무 가슴이 찢겨서
더는 못 가겠어
but i love but i love
but i love you wanna leave wanna leave
but i need you but u never know
분명히 같은 언어인데 말이 안통해
번역이 필요해 서로 독설을 퍼부워
입만 열면 어록
어렵게 만났는데 이렇게 쉽게
전화로 헤어져 아무데도 가지마
넌 아직 내 여자
금방갈테니 기다려 난 까페로
미친듯 달려 까칠한 아우라
잿빛 표정만 날 반겨
let's talk about it
이유를 말해 알잖아
나 이해 잘해
I wanna say I got it
냉담한 대화 맥박없는 뱀파이어
가시 돋은 니 말위를 걷는 난 맨발
맨날 뒤에서 생각해 제발 stop
됐고 남자는 누구야
나보다 더 따뜻해
나만큼 안 바쁘대
더 화끈해 뭔데
도대체 왜 말못해
왜 언제 어떻게 줄게
상처뿐이면 줘
like I love the pain
언젠가는 다 알겠지
나의 마음이 닿겠지
매일 눈물로 말해도 넌 알지 못해
every day every night
I've been crying every day every night
I've been dying but u never know
완벽을 원한다면 여긴 없어
노력을 모른다면 여진 없어
넌 가슴으로 안보고 머리를 써
난 다 꺼내놨어
but u runnin off huh
아까 니 팔을 꽉잡아 미안하다만
아직 가지마
이게 마지막이면 하다만
말좀 하자 그래 보내줄 수 있어
너만 손해일 수 있어도
그 남자따라 떠나
너는 너무 높아
내가 못 부르는 노래야
she's gone
우리가 뿌리내린 모래밭
오래 못 가는 곳에다
괜히 꽃을 심어 보려다
오히려 반대로 독 가득한
잡초만이 남았다
잠깐 빌린 장난감 이제 반납하고
get lost get far
나도 정리가 됐다
뭐하자는거야
왜 니가 울어
왜 니가 울어
언젠가는 다 알겠지
나의 마음이 닿겠지
매일 눈물로 말해도 넌 알지 못해
every day every night
I've been crying every day every night
I've been dying but u never know
넌 후회를 난 기대를
넌 이별을 난 미래를
서로를 속였어 같은 공간속에서
I send this song to you
I gotta let it go
넌 후회를 난 기대를
넌 이별을 난 미래를
서로를 속였어 같은 공간속에서
I send this song to you
언젠가는 다 알겠지
나의 마음이 닿겠지
매일 눈물로 말해도
넌 알지 못해
every day every night
I've been crying every day every night
I've been dying but u never know
머리가 아프고 너무 가슴이 찢겨서
더는 못 가겠어
but i love but i love but i love
you wanna leave wanna leave
but i need you but u never know",일리닛 (ILLINIT),2011.06.02,"2,428",랩/힙합
약속해 약속해 2012 (Feat. 조현아 Of 어반 자카파),"하나 둘 셋 넷
진짜만을 줄게 진짜만을 말할게
진짜 어두웠던 내 삶을 진짜 밝게
만들어준 너니까
you can call me anytime
행복과의 거리가 가까워진 건
네가 나의 삶에 들어와 준 덕분
상처받고 아팠던 이별의
흔적뿐이었던 내게
넌 간호사 의사 심리치료사
너의 말과 행동이
내게는 모두 위로가 되거든
사탕발린 말 그냥 내뱉는게 아냐
그냥 가만히 날 지켜봐 증명할게
약속할게
i will never let you down, girl
my word is strong like this
Delly Boi sound
약속해 약속해
그대 나만을 바라보겠다고
약속해
그렇게 못해도 솔직하게
말해주겠다고
거짓말은 그만
널 향한 내 맘을 생각한다면
gotta keep it real
나는 그냥 솔직한 맘을 원해
진짜이길 원해
널 향한 내 감정은 진짜
계속 널 생각하고만 있어
since i met you, girl
너와 함께한 가장 슬픈 날이
함께하지 않은 가장 기쁜 날 이상
이런 날 이상하게 봤겠지 처음엔
잘 알아 내가 그런 걸로
서운해 하진 않아
언젠가 마음이
자연스럽게 전해지리라 믿으니까
girl, i don't wanna 'Push,
Push' like 시스타
친구들이 날 놀려도 상관 안 해
i don't care
만약에 필요한 게 있으면
내게 그냥 말만 해
내 진심을 담아 얘기할게 널 사랑해
girl, I can promise you this now
아픈 과거를 담아두지 마
난 언제라도 진실함으로
널 대할 사람이니까
girl, I can promise you this now
너만의 벽 안에 숨지 마
낮과 밤 맑은 날과 흐린 날
언제나 진실할테니까
손가락을 마주걸고
그대 내게 약속해요
우리 헤어진다해도
진실만을 말하겠다고
약속해 약속해 약속해
약속해에이에
사랑해 사랑해
사랑한단 말로도 부족해
감사해 네가 내 삶에
들어왔다는 걸 감사해
함께하는 동안
그 날들만은 진실하기로 해요
How we feel
Look in my eyes
지금 내 눈을 보고 약속해주겠니",버벌진트,2011.08.31,"10,587",랩/힙합
BOY,"get the guap ay 처음 본 것처럼 ay
rockstar는 벌어 맛 가
비틀거려도 hey
이놈 낳은 땅
you can see me in my zone
25년 life 20 시절 돌아보면 Amen
내 리안 몇 놈은 말해 왜 일 없니
우리 아버지도 말해 내일 뭐 없니
내 리안 여인들은 말해 왜 이러니
나 일을 낼래
사람 일은 뭐
알 수가 없는 걸
tonight I'm in the club
my ladies singing woah
세상을 원했던
한 소년 손엔 원
He jimmy like neutron
The boy got the world
아 미치겠네 여 생시니 꿈이니
I make the world clap
마치 저 바의 booty
다 미칠만한 flow
아마 불이 나겠네
얘넨 술을 원한데
나는 돈 쓸 때는 뿌려
Imma do it for my clan
나는 말 아끼는 넘 반지들이 더 나대
Ksubi는 갈기 찢겨
더 그댄 눈을 끌어
Damn girl 우리 혼은 참
멀어졌지만 둘의 몸은 다
이 space 안 stage와 floor
요 순간 안에 멈춘 나
내 암흑기의 barbie
다른 곳의 Queen으로써 매일
행복히 사는 2018의 널 축복해
나 며칠 뒤면 나가 전국 TV 속 안에
해낸 젊은 놈 네겐
어린 시끼로 남겠지
get the guap ay 처음 본 것처럼 ay
rockstar는 벌어 맛 가 비틀거려도
이놈 낳은 땅
you can see me in my zone
25년 life 그저께를 돌아보면 Amen
이 시안 몇에 난 물어 pay는 없니
이 시안 몇 뜬 놈 말해 내일 뭐 없니
이 시 한 여인 내게 말해
내일은 오니 가
난 일을 냈지 확 갈 때까지
사람 일은 뭐
알 수가 없는 걸
Tonight I’m in the club
my ladies singing woah
세상을 원했던
한 소년 손엔 원
He jimmy like neutron
The boy got the world",창모 (CHANGMO),2018.09.04,"12,545",랩/힙합
신토bOOty (Feat. TAKUWA),"누나 엉덩이는 신토 Booty
Shake that booty booty
나는 신토 Booty Booty
신토Booty
Shake that booty booty
우리 언니 엉덩이는 신토Booty 여
이건 한국의 뿌리여
다같이 shake that booty 여
지체말고 너의 booty up
Stacking like a CHANCE with me
이건 나의 destiny
I got some chill
Rappin in the fucking Sin city
난 벌어 peso
우리관계는 personal
남자 보다더 많은돈을 원해
Cash more
태워줘 이건 나의 2 seater
될꺼니까 rich couger
오늘일은 쉿 Stop bugging
찾아가 깊은밤에 불시로
튕기는건 난 싫어
한번만더 hit it up
He says high
이런거는 첨이야
I say make fuck tight
이런것이 나의 type
나는 남자들과 함께 riding
이건 D가 아니고 fucking rari
썰어버릴거야 더 많은 blue cheddar
이 판에서 나는 엎어버려 game changer
딘드밀리말고 와사비가 trend setter
누나 엉덩이는 신토 Booty
Shake that booty booty
나는 신토 Booty Booty
신토 Booty
Shake that booty booty
우리 언니 엉덩이는 신토 Booty 여
이건 한국의 뿌리여
다같이 Shake that booty 여
지체말고 너의 booty up
부리부리부리부리 대마왕 우
내 바지안에 큰 빠나나
에이 먹으면 내게 반하나
영양만점 게다가 맛있어 발사
뿅 야 우리 지금 만나
야 만나 맛을 한번 볼까
깔릴 준비 됐어 그럼 밤새워 식사
야 해
지금봐야해
타콰 와사비 키드밀리딘
담트렌디 세러
우리에게 배워 우리는 배우
우리는 성인 배우
더하고 더하고 더하고 빼고
수학은 포기했어
최고들의 최고들의 최고들의
최고의 높이로 세 워
누나엉덩이는 신토Booty
방금봤지 누나의 각선미
봐바 너의 세번째 다리
누나 엉덩이는 신토 Booty
Shake that booty booty
나는 신토 Booty Booty
신토 Booty
Shake that booty booty
우리 언니 엉덩이는 신토 Booty 여
이건 한국의 뿌리여
다같이 shake that booty 여
지체말고 너의 booty up
누나 엉덩이는 신토 Booty
Shake that booty booty
나는 신토 Booty Booty
신토 Booty
Shake that booty booty
우리 언니 엉덩이는 신토 Booty 여
이건 한국의 뿌리여
다같이 shake that booty 여
지체말고 너의 booty up",퀸 와사비 (Queen WA$ABII),2020.06.12,"6,568",랩/힙합
어부바 (Feat. DPR LIVE),"우쭈쭈우
우쭈쭈우
우쭈쭈우

내 뒤
올라타 버스타 어부바
Now I’m feelin’ like a like a shark
버스타 어부바

여기 어부바 어부바 어부바
여기 어부바 어부바 어부바

Paradise is paracosm no paradox just paranoid
Paracetamols 필요없어 just paracosm is paramount
New paradigm we spat it out
영어몰라도 You felt this now
언어는 불필요해 When we rhyme
Paracosm on 세기말

피카소님이 내 피안에 흐르네 캔버스 춤 춰
물감이 많이 필요해 내 세계를 담기엔 적어
색 섞어 색 섞어 색, 갤 더 넣고 색 섞어 색
더 섞어 고루고루 펴지게
이제 한 획에 훽 무지개

불안해 하지마 엉아는 돈 많아
꿈들을 펼쳐봐 오빠는 정 많아
남들을 믿지 마 자신을 의심 마
성공을 원하나 원하나 그러면 너

내 뒤
올라타 버스타 어부바
Now I’m feelin’ like a like a shark
버스타 어부바

여기 어부바 어부바 어부바
여기 어부바 어부바 어부바

F your 평론가
Uh 여기선 안들림
난 흔들어 탬버린
내Hater들 속쓰림
음 받아랏 게보린
Dream perfect regime
Yeah vision 제시했어
몇 년 전, ‘응’부터
못 믿겠어? 그럼 일루와
우쭈쭈 엉아가 해줄게 1 on 1

I mean like
Show me the standard I’ve topped it
어차피
여기 있는 래퍼들 하는 건 Copy
아니라고? XX 거짓말 확인
야, 빨던 래퍼 계속 빨아
이제 Don’t mind me

Real recognize real
누가 왔네 작업실
DPR LIVE x MINO
손잡아서 나온 이 그림

국힙
버블팝 (pop! pop!)
말해봐 (genie for you girl)
어머나 (t-t-t-t-t-tell me~)

Red carpet
올라타
(미노야, 잠깐만)
잠깐만
(P-P-P-Pose)
Camera time
(“여기 보세요! 여기 보세요!”)

내 뒤
올라타 버스타 어부바
Now I’m feelin’ like a like a shark
버스타 어부바 (Okay, Let’s go)

여기 어부바 어부바 어부바
여기 어부바 어부바 어부바",MINO (송민호),2020.10.30,"10,920",랩/힙합
휘파람,"Hey boy
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh

넌 너무 아름다워
널 잊을 수가 없어
그 눈빛이 아직 나를
이렇게 설레게 해 boom boom

24 365
오직 너와 같이 하고파
낮에도 이 밤에도
이렇게 너를 원해 ooh ooh

모든 남자들이 날 매일 check out
대부분이 날 가질 수 있다 착각
절대 많은 걸 원치 않아
맘을 원해 난
넌 심장을 도려내 보여봐

아주 씩씩하게 때론 chic chic 하게
So hot so hot 내가 어쩔 줄 모르게 해
나지막이 불러줘
내 귓가에 도는 휘파람처럼

이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아

휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
Hold up

아무 말 하지 마
Just whistle to my heart
그 소리가 지금 나를
이렇게 설레게 해 boom boom
생각은 지루해 느낌이 shhh
Every day all day
내 곁에만 있어줘 zoom zoom
Uh 언제나 난 stylin’
도도하지만 네 앞에선 darlin’
뜨거워지잖아 like a desert island
널 알아갈수록 울려대는 마음속
그만 내빼 넘어와라 내게 boy
이젠 checkmate
게임은 내가 win uh-huh
난 널 택해 안아줘 더 세게
누가 널 가로채 가기 전에 내가 uh

이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아

휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
This beat got me feelin’ like

바람처럼 스쳐가는
흔한 인연이 아니길
많은 말은 필요 없어
지금 너의 곁에 나를 데려가 줘 ohh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh",BLACKPINK,2021.06.11,"3,827",랩/힙합
아마도 어제,"아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도
반도 최고의 label 대가리다 소녀
내 자리
니가 빠는 오빠 대가리다 소녀
사실 난 원래 없어 싸가지가 소녀
취향차이 이건 급차이다 소녀
어제 일은 어제 일
내일을 어제 일처럼 대해
이런 랩 하는 놈 내가 제일 처음
그러니 제일 처럼해
매시즌 비교 한창인 애들이랑
ㅈ까고 비교할라면 데꼬와 16 BewhY
열 손가락은 여전히 수고해
유튜브 댓창으로 성지순례
예술로 기술 내 기술로
예술해서 번 현금은 헌금
그 헌금을 담은 birkin bag
35 오른 후에 되팔고
다시 구입 25 size
아담한 그녀 손에 부착
특별함을 주는건 취미가 돼
그래서 불러 모았다 데자부 squad
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마도 어제
너네가 바라던 내일도
lah lah lah lah
머리에 스프레이 뿌린 듯이 NO CAP
요 근간에 폼 제일 죽이는 놈 됐지
만약에 그래도 이 신보를 믿지 못해
그렇다면 네 의심을 의심해 볼
필요 있으니까 손 떼고
감상해 내 swag 셰익스피어 급이지
니 4대까지 비극으로 쓰는
나의 글씨니
후달리는게 당연한 분위기
니 버짓란엔 적길 바래 유지비
my braggadocious
고쳐 보려해도 못 고쳐
억까 평가해 내 치명적 오점
그 말도 맞을까 했던게 연수로 벌써
비와이 형이 말해 너는 역사를 썼어
가설보다 이미 예시로 제시 돼
비웃더니 이제 누가 웃고 있니
Jessie J
흐하 내년까지 털어먹고 갱신해
미래는 이미 가본 곳이 됐어
n we headin back
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마도 어제
너네가 바라던 내일도
lah lah lah lah
너흰 귀보다도 굳세게 믿어
너의 편견들
거 별것도 없거늘
눈엣가시같이 널 찔러 이 협업은
댓글이나 더 달아 얘 땜에 걸렀음
미안하지만 필요치 않아 네 이해
남겨뒀어 나의 가치를 역사 뒤에
선입견이 거둬질 때 내 몫을 차지해
그땐 I Shot yo Kings Head
지금이 타이밍 DEJAVU Coin
뭣도 없는 것들이 배가 불렀을 때
뭣 좀 아는 너에겐 멋을 더해
신과 함께 걸어가는
걸음 걸이 보고 배워
촌스러운 말 됐어도 이게 Swag
유행정돈 씹어봤어야 이해 돼
느낀 척 민망해 말고 기대해
우린 위대함의 고향 마치 피렌체
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마도 어제
너네가 바라던 내일도
아마도 내겐
지난 어제인걸
이걸 살아볼 때의 넌
아마도 어제의 나
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마 아마 아마도 어제의 나
lah lah lah lah
아마도 어제
너네가 바라던 내일도
lah lah lah lah",BewhY (비와이),2021.08.06,"4,203",랩/힙합
