제목,가사,가수,발매일,좋아요수,장르
Trust me (feat.SINCE),"I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
just trust me
없없어 돈이 절실했어 통장에 도움이
미용실 보증금 천이 없어
내 대출을 또 끼지
없어 삶의 의미
my mom always told me
매일매일이 고비 눈뜨면 자
그저 살아가는 게 빛
찾아가야 해 나는 여길 도망칠 방법을
근데 내가 여길 두고 떠나가면
누가 지켜 밤을
자책하며 내 탓을 하지 않아도 돼 더는
통장 속 마이너스 무거운 숫자를
짊어지고 갈라구
나도 내 앞이 당장
어떻게 될진 몰라 무거운 마음을 담아
싸워 부딪히고 가슴 속 새긴 상처와
내일을 기대하고 부지런히 꿈꿔 나
나 잘할 수 있을 것 같아
I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
just trust me
원망하기만 했었지 나는
작은 내 바람도 사치라 했으니
남들보다 더 많이 더 빨리
움직여봐도 내자리는 back seat
세상이 날 test me
하는 것 같아도 들긴 싫어 백기
해야해 trust me
버텨온 날들을 나마저
할수는 없으니 배신
서러웠던 날 매일이
내게 알려줘 고여있는 아픔
결국 흘러가 wavy yeah
내 발에 박혀있던 가시
아파도 걸어 my way
닿길 바랬던 그곳까지 다짐 하지
나는 나를 믿고 on my way
I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
I pull up, and I make my world
I'm on my way
울어 매일이 더 어두워져도
굳건히 여기 위 서있을테니 더
잠깐은 멈춰도 난 나를 믿어
just trust me",DADA,2023.02.01,154,랩/힙합
10년이 지났지만,"I love you I miss you
Don't leave me alone Yes
Bring me
please don't tell me
얼마 만큼 사랑했는지
나 알고 있어요
처음 널 만났었던
서로가 웃던
내 기억이 맞다면
술취해 실없이 웃던
나 괴로웠던
또 매일 지루했던 날들이
한순간에 머리에서
사라져버렸던
그날 하늘에선 비가오고
세상이 모두
씻겨지는 기분이야
대학로 이름모를
주점이라 희미해도
그때의 기분
나 남김없이 기억해
기쁠때면 귀여운 보조개가
내맘 들뜨게 만들었지
가끔 슬플때면
서글픈 내노래가
싸구려 낡은
내 통키타와 흐느꼈지
10년이 지났지만
아직도 그대로
너의 그 선물들도
여지껏 그대로
애타는 편지들도
지금껏 그대로
마지막 남겨진
일기장도 그대로
하늘도 우는걸 봤어요
누구도 도와주질 않아 힘이
없어서 미안해요
지키지 못했어요
날 믿고 기다려준 당신께
Please don't leave me alone
정말 사랑했어
너무 보고싶어요
please don't tell me
얼마 만큼 사랑했는지
나 알고 있어요
얼떨결에 들어가는 훈련소
내 뒤로 울먹이며
위병소앞에서 머뭇거리는
널 뒤로 한채
한방울 굵은 눈물
흘리며 나 뛰어갔지
비로소 병역이란 이름아래
훈련병 생활 하루 이틀
사흘 나흘 땀흘리며
힘들 때 바라보던 너의 사진
어느새 바래지고 내 눈은
노래지고 또 희미해지고
몇통씩 날라 오던
편지 그리고는
몇주씩 걸러 오던
편지 끊겼지
보낼 수 없었단걸
쓸 수도 없었단걸
이제야 알았단걸
정말 미안해
10년이 지났지만
아직도 그대로
너의 그 선물들도
여지껏 그대로
애타는 편지들도
지금껏 그대로
마지막 남겨진
일기장도 그대로
하늘도 우는걸 봤어요
누구도 도와주질 않아 힘이
없어서 미안해요
지키지 못했어요
날 믿고 기다려준 당신께
Please don't leave me alone
정말 사랑했어
너무 보고싶어요
please don't tell me
얼마 만큼 사랑했는지
나 알고 있어요
꿈만같았던 너와
함께 했었던 시간
다시한번 떠올리며
혼자 눈물흘리며
앞으로 남은 인생
사죄하며 살겠어
하늘위 구름위에
슬퍼할 널 위해
10년이 지났지만
아직도 그대로
너의 그 선물들도
여지껏 그대로
애타는 편지들도
지금껏 그대로
마지막 남겨진
일기장도 그대로
Yes my love
10년이 지났지만
Steel love you
It's Real
10년이 지났지만
10년이 지났지만
아직도 그대로
너의 그 선물들도
여지껏 그대로
애타는 편지들도
지금껏 그대로
마지막 남겨진
일기장도 그대로
I love you
I miss you
Don't leave me alone",거북이,2003.11.13,"1,863",랩/힙합
반칙이야,"사실은 처음부터 알았어
정답은 없단 걸 출구는 없는걸
근데 그 알다가도 모를 네 표정
내 마음 다 흔들어 놓아 yeah
Everybody 모두 너에게 반했어
말도 안 돼 넌 반 반 반칙
긍정 아닌 부정도 아닌 말
자꾸 묘한 말만 해 사람 미치게
Huh 반칙 같은 너 너
Babe 반칙이야
네 맘은 뒤집어놓고 고
Babe 반칙이야
왜 너는 알고 난 안 돼
Na na na na na na na na na na
왜 너는 되고 난 안 돼
Na na na na na na na na na na
Huh 반칙 같은 너
미적지근한 온도 애매한 관계
우리 사인 뭣도 아냐
나랑 대체 이게 뭐하자는 건데
장난은 집어쳐 충분히 받아줬네
반칙이 쌓여 넌 퇴장 당해
이제 나한테 꺼지면 돼
후 하고 꺼지면 돼
또 꺼지고 버리면 돼
난 쿨하게 가고 싶은데
그게 잘 안되네
Babe babe babe babe babe
넌 뭔데 반칙인건데
외로운 내 노란 얼굴
빨갛게 만들어버린 넌 이제 아웃
애초에 시작하지 않았어
적당히 할 거면 이러다 말 거면
근데 그 알다가도 모를 네 표정
너란 여자 어렵다 정말
Everybody 모두 너에게 반했어
말도 안 돼 넌 반 반 반칙
내가 너를 더 좋아하니까
그냥 져주는 걸 왜 자꾸 이용해
Huh 반칙 같은 너 너
Babe 반칙이야
네 맘은 뒤집어놓고 고
Babe 반칙이야
왜 너는 알고 난 안 돼
Na na na na na na na na na na
왜 너는 되고 난 안 돼
Na na na na na na na na na na
Huh 반칙 같은 너
oh oh oh oh oh oh oh oh
oh oh oh oh oh oh oh oh
이게 사랑인 거니
Huh 반칙 같은 너 너
Babe 반칙이야
네 맘은 뒤집어놓고 고
Babe 반칙이야
왜 너는 알고 난 안 돼
Na na na na na na na na na na
왜 너는 되고 난 안 돼
Na na na na na na na na na na
Huh 반칙 같은 너",몬스타엑스,2016.05.18,"10,856",랩/힙합
몰라 (HEAR ME) (Prod. GooseBumps),"I'm lookin' for you now yeah
내 노래들 I'm cookin' up for you
네 입 맛에 딱 맞게 요리할게
간만 한번 볼게
내가 너무 스윗했나
아님 살짝 느끼했나
Decoration too saucy 너무 무리했나
신경 쓰여 다시 못 볼 수도
있을 거란 생각에 난
맘이 급해 Right now
내 목소리가 들리길
너에게 닿길
그럼 너가 날 생각할지도 몰라
난 내 자존심 다 죽이기로 했지
But I’m better now
So I gotta flex on you
일단 접어둘게 쎈 척은
난 몰라 술을 마시는 법을 법을
난 몰라 취해서 전화를 거는 법을
난 몰라 술을 마시는 법을 법을
난 몰라 취해서 전화를 거는 법을
넌 자주 잘 취하잖아
데려다 줄 사람 없으면 연락해
I’m on my way
대기 everyday
대기 everyday
넌 자주 잘 취하잖아
데려다 줄 사람 없으면 연락해
I’m on my way
대기 everyday
대기 everyday
You said you are not ready
No I don’t get it
근데 기다리겠지
그렇게 만나도 가득 채울 걸 일 얘기로
어색함 한 바가지
그래 지금 상황이 그럴 수밖에 없잖아
뒤끝 남기지 말고 real talk
무슨 말을 꺼내도 울 걸 알고 있어
그러면서 잡고 있어 시간 흘러 지루하게
널 만나도 얻을 수 있는 건 아쉬움 같아
아무 말 못 해 난 벌써 고민하고 있어
다음 번에 널 불러낼 핑계거릴 찾고 있어
먼저 연락해 줘 넌 안 하겠지
내가 이렇게 말해도
물론 내가 먼저 하겠지만 link up
나도 많이 떨려 전화하기 직전에는
직전에는
난 몰라 술을 마시는 법을 법을
난 몰라 취해서 전화를 거는 법을
난 몰라 술을 마시는 법을 법을
난 몰라 취해서 전화를 거는 법을
넌 자주 잘 취하잖아
데려다 줄 사람 없으면 연락해
I’m on my way
대기 everyday
대기 everyday
넌 자주 잘 취하잖아
데려다 줄 사람 없으면 연락해
I’m on my way
대기 everyday
대기 everyday",식케이 (Sik-K),2020.03.24,"6,029",랩/힙합
BTS Cypher 4,"이름 이름 Sorry bae
발음 발음 Sorry bae
딕션 딕션 딕션 Sorry bae
Oh face not an idol Sorry bae
숨쉬고 있어서 I'm sorry bae
너무 건강해서 I'm sorry bae
방송합니다 I'm sorry bae
Errthing errthing errthing
Sorry bae
지금 내가 내는 소리 bae
누군가에겐 개소리 bae
까는 패턴 좀 바꾸지 bae
지루해질라캐 boring bae
이젠 니가 안 미워
이젠 니가 안 미워 sorry bae
북이 돼줄게 걍 쎄게 치고 말어
그래 해보자 사물놀이 bae
난 괴물 너무 길어 꼬리 bae
어차피 넌 날 쏘지 bae
그럴 바엔 편해 동물원이 bae
너도 원하잖아 씹을거리 bae
니가 날 싫어해도 YOU KNOW ME
니가 날 싫어해도 YOU KNOW ME
무플보단 악플이 좋아
난 널 몰라
BUT YOU KNOW MY NAME
I love I love I love myself
I love I love I love myself
I know I know I know myself
Ya playa haters you should love yourself
brr
I wanna get 잠 time
쉴 틈 없이 받는 spotlight
Ahh you wanna be my life
굶주린 놈들은 내 총알받이나 해
곱게 접해 내 멋대로 도배된
무대로 연행 다 결백 Okay
But 만족 못해 절대 여기에
나 올라 저 위에 높게 높게 높게
그래 방식은 다르지
곱씹어도 가는 길
한 땀씩 바느질
못 할 거면 매듭지어
이젠 안 돼 가능이
포기라는 발음이
I love ma rule 내 bro들과 하는 일
그들만의 리그의 플레이어
난 그 위 감독이 될 테니
다 될 대로해
1VERSE에 이어
난 더 큰 그림을 그릴 테니
평생 그 위치에서 쭉 외쳐봐라
Dream come true
명예와 부는 그게 아냐 you
다 결국 내 발바닥 츄
클릭해 난 cat 다 mouse
골라 X 쳐 like KAWS
난 내년 입주 ma house
에서 내 brick과 high five
눈뜨고 봐라 내 야망
귀 대고 들어라
처음이자 마지막이 될 말
I love I love I love myself
I love I love I love myself
I know I know I know myself
Ya playa haters you should love yourself
brr
Back back to the basic microphone check
Call me 뱁새 혹은 쎈캐
그래 rap game에 난 대인배
되게 해이해졌던
rap man들을 갱생하는 게
내 첫 번째의 계획 hashtag
Sucka betta run
인스타 속 gang gang
그건 걔 인생이고
내 인생은 뭐 매일매일
Payday paycheck
손목 위엔 ROLEX
Click clack to the bang bang
Click clack to the pow
I'm so high 어딜 넘봐
니가 도움닫기를 해도
손 닿기엔 높아
꽤나 먼 차이 절대 못 봐
너의 똥차들의 콩깍지를
몽땅 벗겨놓은 다음
죄다 농락한 뒤
송장이 된 면상 위를 so fly
Click clack to the bang
you and you
쉽게 얻은 게 하나도 없음에
늘 감사하네
니 인생이 어중간한 게
왜 내 탓이야
계속 그렇게 살아줘 적당하게
미안한데 앞으로
난 더 벌 건데 지켜봐줘
부디 제발 건강하게
I love I love I love myself
I love I love I love myself
I know I know I know myself
Ya playa haters you should love yourself
brr
I love I love I love myself
I love I love I love myself
I know I know I know myself
Ya playa haters you should love yourself
brr",방탄소년단,2017.02.13,"83,982",랩/힙합
휘파람,"그대여 나의 어린애
그대는 휘파람 휘이이
불며 떠나가 버렸네
그대여 나의 장미여
나 그대에게 질문
떠나가려 할 땐
있었나요 작은 망설임은
그럼 떠나려는 지금
당신 아나요
나 혼자서 감당할 기분
난 혼자 인적 없었으니깐
견딜 수 있을까
혼자 버려진 밤
이 부서진 맘
뭐 좋다고 휘파람만 불어 싸네
나 혼자 살아가겠지
피 철철 흘러가겠지
휘파람 불며 휘이 휘이 휘이
휘파람 불며 휘이 휘이 휘이
그대여 나의 어린애
그대는 휘파람 휘이이
불며 떠나가 버렸네
그대여 나의 장미여
그대 떠나가 버렸네
놓쳐 버린 내 장미여
그대여 나의
그대여 나의 장미여
그대여
오 나의 그대
그대여
그대여
나의 그대
나의 그대
그대 왜 나를 두고서 떠나갔어
왜 나를 두고서 떠나갔어
그대 왜 나를 진작에 떠나갔어
그대여
그대여
그대여
그대여
그대여
나의 그대
그대 휘파람 휘이 이이
그대여
그대여
그대여
그대여
그대 휘파람 휘이 이이
불며 떠나가 버렸네",노을,2019.08.03,"2,684",랩/힙합
Heart mur-mur (Feat. ASH ISLAND),"As people grow
their heartbeat slows
then dreams dissolve
We forget as the days go by
The things we truly wanted
As people grow
their heartbeat slows
then dreams dissolve
We forget as the days go by
the days go by
I shot the first scene
of this movie
full of blood
난 태어나 모든 산을 넘고 울려 에코
두 발 디딜 땅 위에 가득한
흑과 백의 사상
잿빛 뒤섞인 시선들까지
Scarp Scarp scarp scarp
밑은 어지러운 소음들
fearless new heart
태양 가까이서 새 이름을 받고
Jump into jump into
into the new fate
I got broken broken heart
내 심장을 죽여줘
Tell you what you want Woah No
What you really want
Oh please tell me some
태어나서 부터 Let me go let me go
I just let me go
길들여지지 않는 La cavale
입 맞추지 않아 세상을 말하는
loose lips I am on my way
Focus on my heart noise
긴 꿈에서 깨어 태어난 아이
또 다른 먼 꿈을 시작해
I’m not hesitating
still ma beating heart
What you really want
What you want yh What you want yh
Look in the mirror and say
Tell you what you really want
What you want yh What you want yh
그 안의 focus on heart mur-mur yh
What you want yh What you want yh
Look in the mirror and say
Tell you what you really want
What you want yh What you want yh
그 안의 focus on heart mur-mur yh
시간은 널 어른으로 밀어
점점 무뎌져 갈 낭만과의 우리 사이
처음 숨 쉴 때의
빠른 심장을 기억하기를
곧이곧대로 뿌리 내리는 나무보다
흙탕물 속 더럽혀지지 않는 연꽃처럼
Lotus flower bomb
I just let me go
길들여지지 않는 La cavale
입 맞추지 않아 세상을 말하는
loose lips I am on my way
Focus on my heart noise
긴 꿈에서 깨어 태어난 아이
또 다른 먼 꿈을 시작해
I’m not hesitating
still ma beating heart
What you really want
What you want yh What you want yh
Look in the mirror and say
Tell you what you really want
What you want yh What you want yh
그 안의 focus on heart mur-mur yh
What you want yh What you want yh
Look in the mirror and say
Tell you what you really want
What you want yh What you want yh
그 안의 focus on heart mur-mur yh
I got broken broken heart
내 심장을 죽여줘
Tell you what you want Woah No
What you really want
Oh please tell me some
태어나서 부터
Let me go let me go",용용 (YongYong),2019.11.28,"3,453",랩/힙합
"호러쇼 (Feat. 강호동, Whale)","시베리안 야생 수컷 호랑이
나는 리듬을 잡아먹는 마법사
니들의 맘을 사로잡는 MC
MC몽이여 영원하라
캄캄한 캄캄한
이 밤의 놀래킬라
아무도 모르게
번개보다 빠르게
악동의 무대킬라
뻔뻔한 드라큘라
겁내지 말고
Welcome to the horror show
에헤라디야 놀아볼란다
지친 밤이라도
에헤라디야 놀아볼란다
믿고 따라와줘
지친 영혼을 어루고 달래는
특급 호러쇼
사회의 법도 규칙도 등급도
오늘 밤만큼은 필요없어
Welcome to the 몽키홈
깜짝 놀랄 스위밍 쇼
온몸이 확 소름이 쫙
어둠을 밝혀줘
Hello we now
Dr.Monkey's time
Everybody come to life
모두 모두 일어나
모두 모두
come to life
캄캄한 캄캄한
이 밤의 놀래킬라
아무도 모르게
번개보다 빠르게
악동의 무대킬라
뻔뻔한 드라큘라
겁내지 말고
Welcome to the horror show
캄캄한 캄캄한
캄캄한 밤에
위트는 따다다 따발총 소리
12시 땡 하면 좀비여 모여라
주문을 걸어봐
부리디 밥밥
빼지좀 마
흔들어봐 보일락 말락
time to rock
보름달 뜨면은
늑대로 변해요
아우
둘이 to cabinet M fire
사랑과 인생
가모리 까여
일어나 higher 어둠의 fire
죽지 않는 vampire
Dr.Monkey's time
Everybody come to life
모두모두 일어나 모두모두
come to life
캄캄한 캄캄한
이 밤의 놀래킬라
아무도 모르게
번개보다 빠르게
악동의 무대킬라
뻔뻔한 드라큘라
겁내지 말고
Welcome to the horror show
yo Show me what you got
REMIX
아 오른쪽 아 왼쪽 아
겁내지 말고
아 오른쪽 아 왼쪽 아
소름이 끼치게
아 오른쪽 아 왼쪽 아
그녀들을 모셔
아 오른쪽 아 왼쪽 아
to the horror show
세상에 지쳐 버릴 즈음
넌 겁내지 말고
겁내지 말고
둥근 밤이 빛나고
태양은 뜰꺼야
실패가 뒤를 따라도
넌 두려워 말고 두려워 말고
그대의 슬픔이 빛나고
태양이 뜰꺼야",MC몽,2009.10.06,"2,201","댄스, 랩/힙합"
Originals Cypher (Prod. BOYCOLD),"입은 통바지 tongue flippin
rap for life
왜 베껴 힙합은 k pop
you better act right
I said fuck polite 이건 태도
All-in or all-out this rap
like a gamble
난 뱉어 like 탱고 spit like a fire
누군간 이 말에 다쳐
총 같은 rhyme flow
밤새 만든 flow 안 메타포
ride wit me 이 밤 안에 갇혀
big l big papa 영향을 받어
만든 내 outcome으로
make it 원 옌 달러
태빈형과 난 달러
we make some flavor
잘 되도 난 지켜 내 table
boombap mixtape 이 판을 take 해
we called it msf 말대로
make flavor
boombap mixtape 이 판을 take 해
we called it msf 말대로
make flavor
Let’s take it back to the past
for the future’s
well I’m fresh off the block
Imma keep it straight hustle
in my 24
정신없는 빌딩 숲 사이
step thru the foresight
my stance raw 하게
like I’m bulldog
문제아 state of mind 심의 불통과
수준 but 안 숙여
bet I runnin for my youth homie
Cool stuff that ozweego on my feet
I rockin 삼선 shit
fire bird is my suit uh
this that 썩은 빈민가의 태 곱상한
도련님이 먼지 사이 굴러본다 해도
절대로 못 뺏겨 내 기백 forever
굽힌 적 없지 놈들 앞에 내 태도
When the beats bumpin
Naughty boss mode in beast 저기
래퍼들은 나빠 기분이
cuz my eyes cocky
Ye NFL on the set rock it
누가 뭐래도 우린 계속 꼴통같이
통장 안에 비와
점 세게 like adidas
난 물어버릴 걸 시가
놀아 in the trip 안
tnc 우린 다 뒤가
없어 봐야지 위만
아 나는 너무 진짜
cuz sippin like a nig
찾아와 haters 부평 506- 따따다다
1번지 우리 나와바리
널 밟지 빠바밥바
니 얼굴 위에 찍어
내 발판 y3 칙츅 탁
난 나빠 사실 우리 동네
날 알지 slat
hu 쪼가리 남기지 마
깔끔하게 하고 밝히지마 허
우리는 사귀지 않아
어떤 관계인지는 묻지마
물어보지마러
과거에서 배운 건 생각해보니
그땐 아기였다 애애앵
난 너무 어려서 더 해
무슨 말인지 잘 모르겠다
skill skill skill
I fuck in ma studio
woo sippin sippin sippin sippin
난 쩔어 널 후리고
yeah 태워내고
with 날개를 달아 wing
uh 아까워서 한숨도 못 잤지
custom 옷 one of one 올해는 뭐해
Audemars all the stuff 이 씨
내 거였잖아
될 거야 boss grand moff
음 그러지 뭐
chllinhomie was the lit
안병웅 was the lit
lil tachi was the spit fire
니 여자는 안 웃겨 진짜
2번째 받았어 boy 꺼
난 돈 베고 자다가 wake up
내 목걸이 Quantez 개 이뻐
BLACKPINK 같은 곳에서 산
Kid Milli형이랑 똑같은 곳에서 샀어
넌 과거를 살고 난 과거에 힘입어
이거 내 패션
애기들 뺑이 쳐
I never needed
난 원한 적 없었던 유명세 베여있어
so shorty gon' back
덜 익은 래퍼들 개꿈 깨
난 해 분배 squad 배부를 때까지
알고 보면 내가 제일 대표인데
custom 옷 one of one 올해는 뭐해
Audemars give me back
all the stuff 이 씨 내 거였잖아
될 거야 boss grand moff
음 그러지 뭐
걸쳐 디자이너 옷과
얼음 거의 에스키모",안병웅,2019.10.10,"8,238",랩/힙합
뱀새끼 (Feat. Hash Swan),"이 자식들은
보기 싫어 내 win
they don't wanna see me
ballin at league
these fellas came outta
project and start to cappin
내가 똑같이 되길 원하지
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella
bae I was runnin
from the fuckin karma
now I got couple bands
with the bad mama
무대에 올라가 받아내 limelight
everyone knew me
they treat me like rockstar
이름이 생기고 난 뒤 I see
all these snakes
wanna get somethin from me
어쩌면 너는 원할꺼야 빛
어쩌면 쟤넨 원하지 돈과 자릴
I don't trust fellas
only with day one
still in the danger
like I do jaywalk
쥐들이 생겨
they want this cheddar
soon as I get some
they hanging like wet cloth
fellas can't do me
I'm me Imma do me
날 따라올 순 있어도
내 movement
내 스타일 내 열정 못 가져 난 유일
if u test me my shooters
go make u bleed
ay u's a lamo
still stuck in the past same hoes
if u wanna put my name on it
진실함을 갖고와 아님
say nutthin
all these rappers they fakin
silicon wave hand
잘라버리지
난 snake head
I don't shake hands with em
clackin
이 자식들은
보기 싫어 내 win
they don't wanna see me
ballin at league
these fellas came outta
project and start to cappin
내가 똑같이 되길 원하지
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella
Bae I was runnin’
from the fuckin karma
내 얘길 할때면 난 이미 꽐라
내 친군 아직 찾아다녀 wifi
이래도 All I do is show em
the bright twilight
나는 원해
stupid bitches can’t find out
우리가 전설로 묻힐 거기
moai ground
찾는중인데 뱀들 벌써 땅 파
U can’t fuck with us
This system ain’t Gacha
대체 뭐야 너네 원하는거
용이 되는건지 나도 뱀이란건지
알게 뭐야 매번 좆같은거
아무 말 마 너도
되기 싫잖아 추잡한 새낀
뻔하지 않을 정도로 뻔하던걸
They make me believe
the impression of Alien
뻔하지 않을 정도로 뻔하던걸
They make me believe
the impression of Alien
My ambition My ambition
그저 내일로 tryna wake up
My ambition My ambition
그저 내일로 with my fellas
이 자식들은 보기 싫어 내 win
they don't wanna see me
ballin at league
these fellas came outta
project and start to cappin
내가 똑같이 되길 원하지
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
uh huh
F'in u fellas like
they don't wanna see me
winnin like a bad bitch
jealousy hatin ass fellas that's it
if u tryna run up on me
I might bust trigger
뱀새끼들을 향해
Imma clicker fella",Skinny Brown,2019.11.25,"5,084",랩/힙합
YAYAYA,"Stray Kids
Watch out
2018
야야 야야 야야 야야 야야 야야
야야야 오늘은 또 어디 가니 ey
야야야 거기 가서 뭐할 거니 ey
넌 레드카펫 위에 있는
스타와 같은 위치
관객은 카메라맨 다들 전부
조심하길 바라니까
누가 필요해 I said they the best
that’s true 빨리 섭외해
관객들은 모두 감탄해
네가 박살 냈던 무대들을 볼 때
감상해 너의 고집
보지 못한 너의 똘끼
소식 없던 네 앤돌핀
오늘 숨김없이 show me
조심 없지 마치 골칫거리
Oh 어느 순간 사라지네
Oh 갑자기 떠나가네
넌 멀어지지마 everyday
day day day
붙잡아줘 내 손을 꼭 붙잡아줘
야야야
내 꿈속에서 너는 잔인한 것 같아
야야야
눈뜨면 내 앞의 너는 사라질 것 같아
야야야
난 상관없어 네게 들이대고 볼래
야야야 Say what
야야야
야 Verse 2
난 아직 두려워 출구가
안 보이는 목표가 no
계속 봐와도 방황해 난 믿지 못해
더는 나라도
그래도 다 달려들어
그 꿈 너를 향해 run
흔들리는 동공을 감추지 못해
내 열정을 모두 분출
Pop pop pop pop pop
통통 튀는 매력
Dot dot dot dot 당장 점 찍어놔
바빠 매일 바빠 빠지는 게
하나 없는 넌 오늘도 바빠
어디로 튈지 몰라 넌 ey
누구든 미치게 하잖아 ey
미친 지 오래 유통기한 없네
소장가친 national treasure ey
Oh 어느 순간 사라지네
Oh 갑자기 떠나가네
넌 멀어지지마 everyday
day day day
붙잡아줘 내 손을 꼭 붙잡아줘
야야야
내 꿈속에서 너는 잔인한 것 같아
야야야
눈뜨면 내 앞의 너는 사라질 것 같아
야야야
난 상관없어 네게 들이대고 볼래
야야야 Say what
야야야
뭐 어때 whoo 널 갖기엔
아직 부족하지만
뭐 어때 whoo 자신감 속에서
방황할 나이
어떤 것도 두렵지 않아
이건 뭐 당연하잖아
Can't nobody else do it like you
baby baby ah
아마 이건 내 욕심이지만
네가 이걸 듣길
날 끝까지 지켜봐 줘
난 돼있어 모든 준비
잘 때마다 1위 생각해
또 다른 놈들은 다 생략해
답답하다고 도망을 치는 내게
네가 하나 알려줬어 출구 없어
no way
야야야
내 꿈속에서 너는 잔인한 것 같아
야야야
눈뜨면 내 앞의 너는 사라질 것 같아
야야야
난 상관없어 네게 들이대고 볼래
야야야 Say what
야야야 One more time
야야야
내 꿈속에서 너는 잔인한 것 같아
야야야
눈뜨면 내 앞의 너는 사라질 것 같아
야야야
난 상관없어 네게 들이대고 볼래
야야야 Say what
야야야 Say what
야야야",Stray Kids (스트레이 키즈),2020.03.18,"5,604",랩/힙합
"요지경 (Feat. 슈프림팀, Yankie, Mellow)","누가 날 찾지 않아도
난 꼭 돌아와
그냥 알아서 왔지
쳐다만 보다가
큰일나겠어
모조리 다 반칙해
찝찝해
여기 돌아가는 방식
오 예 번쩍거려 전부
하나같이 다 선수
근데 하는 것들이라고는 온통
허튼 소리 똑같이 해대는 것 뿐
여기 이 게임은 너무 쉽게
니 맘을 뺏지
부지런히 손짓해
하지만 이 게임은
언제든 쉽게
다시 널 뱉지 꼭 명심해
조심해야 돼 동생들
5년 전에도 너 같은 애들
있었지 근데 어디 갔니
그리고 누가 살아남았지
Follow me
어디까지
이제 꽉 채워줄게 니 빈 머리
Big money
Get that big name big game
Big fame big money
Get money
만들어줄게 제2의 TOP
Get money
Let's get higher then higher
So good to see
Like a monkey like a monkey
Like a monkey like a monkey
여긴 내 동네야
누가 감히 넘봐
내가 납셨지
다시 불안감이 겁나게
밀려오는 소리가
여기까지 들려
다 긴장타라 마
착하지 Good luck
난 짐승처럼
Everyday I hustle
적어도 몇 년간은 Never die야
정승처럼 벌어 개처럼 쓴 건
돈이 아닌 시간
이것이 성공의 기본이 아닙니까
모르면 계속 모르는 거지
먼저 깨닫지 않으면
힘든 밥벌이
널 째려보는 세상에
넌 목에 깁스해라
더 세게 맞먹어
너도 질세라
그 어느 누가 널 챙겨주지 못해도
야무지게 살아남는 법
Uh 태도
하나 딱 지키면 돼
알아들어 Fool
불효자로 안찍히는게
자랑스런 꿈
Follow me
어디까지
이제 꽉 채워줄게 니 빈 머리
Big money
Get that big name big game
Big fame big money
Get money
만들어줄게 제2의 TOP
Get money
Let's get higher then higher
So good to see
Like a monkey like a monkey
Like a monkey like a monkey
검은털에 모자 짙게 누르고
누가 뭐라해도 이 꽉 깨물고
꿋꿋하게
I run like sonic
요샌 내가 대세 어린 정형도니
어디 윗공기 마셔보고 큰소리
질러대 망망대해를 넘는 용기
마치 내 키높이 피노키오에
코처럼 커가는 드림 속 글로리
그래 계속 웃어
횡설수설 하는
너보다 나아
난 Never 구걸
잔머리 굴릴 때 켜는
전등에 불꺼
난 돈키호테
오직 한 길만 뚫어
니가 맞으면 뭐해
네겐 소울따윈 없어
니가 찾으면 뭐해
거긴 꿈따윈 없어
세상눈에 밝아 좋겠다야
난 묵묵히 닦을래
노력이란 다이아
Follow me
어디까지
이제 꽉 채워줄게 니 빈 머리
Big money
Get that big name big game
Big fame big money
Get money
만들어줄게 제2의 TOP
Get money
Let's get higher then higher
So good to see
Like a monkey like a monkey
Like a monkey like a monkey",프라이머리,2012.10.31,"9,872",랩/힙합
