제목,가사,가수,발매일,좋아요수,장르
무시로,"이미 와버린 이별인데
슬퍼도 울지 말아요
이미 때늦은 이별인데
미련은 두지 말아요
눈물을 감추어요 눈물을 아껴요
이별보다 더 아픈 게 외로움인데
무시로 무시로
그리울 때 그 때 울어요
이미 돌아선 님이라면
미워도 미워 말아요
이미 약속된 이별인데
아무 말 하지 말아요
눈물을 감추어요 눈물을 아껴요
이별보다 더 아픈 게 외로움인데
무시로 무시로
그리울 때 그 때 울어요
눈물을 감추어요 눈물을 아껴요
이별보다 더 아픈 게 외로움인데
무시로 무시로
그리울 때 그 때 울어요",김의영,2021.06.16,175,성인가요/트로트
수리수리술술,"수리수리술술 잘 풀릴 거야
당신 사랑 내 사랑을
두 가슴에 담아서
흔들어 흔들어 비비고 비비고
맛있게 비비면
세상 모든 일이 거짓말처럼
수리수리술술 잘 풀릴 거야
사랑이 아파 눈물이 나는 날도
세상살이 힘이 들어도
당신과 내가 마음을 기대고
흔들어 흔들어 비비고 비비면
잘 풀릴 거야 세상 모든 일이
수리수리술술 잘 풀릴 거야
우리들의 사랑도 잘 풀릴 거야
수리수리술술 잘 풀릴 거야
수리수리수리수리
수리수리술술 잘 풀릴 거야
당신 사랑 내 사랑을
두 가슴에 담아서
흔들어 흔들어 비비고 비비고
밤새도록 비비면
세상 모든 일이 거짓말처럼
수리수리술술 잘 풀릴 거야
가슴이 아파 눈물이 나는 날도
세상이 아파 몸살이 나도
당신과 내가 마음을 기대고
흔들어 흔들어 비비고 비비면
잘 풀릴 거야 세상 모든 일이
수리수리술술 잘 풀릴 거야
우리들의 사랑도 잘 풀릴 거야
수리수리술술 잘 풀릴 거야
두 손을 잡고 밤새도록 비비고
수리수리술술",양지은,2021.06.16,"1,539",성인가요/트로트
바다에 누워,"나 하나의 모습으로 태어나
바다에 누워
해 저문 노을을 바라다 본다
설 익은 햇살에
젖은 파도는 눈물 인듯
씻기워 간다
일만의 눈부심이 가라앉고
밀물의 움직임 속에
뭇 별도 제각기 누워 잠잔다
마음은 물결처럼 흘러만 간다
저 바다에 누워
외로운 물새 될까
물살의 깊은 속을 항구는 알까
저 바다에 누워
외로운 물새 될까
나 하나의 모습으로 태어나
바다에 누워
해 저문 노을을 바라다 본다
설 익은 햇살에
젖은 파도는 눈물인듯
씻기워 간다
일만의 눈부심이 가라앉고
밀물의 움직임 속에
뭇 별도 제각기 누워 잠잔다
마음은 물결처럼 흘러만 간다
저 바다에 누워
외로운 물새 될까
물살의 깊은 속을 항구는 알까
저 바다에 누워
외로운 물새 될까",별사랑,2021.07.07,201,성인가요/트로트
춤추는 탬버린,"훌라 훌라 훌라 훌라 훌라 훌라
훌라춤을 춘다 탬버린
오늘 밤도 낯선 거리
낯선 사람들로 가득 찬
네온 불로 유혹하는
도시의 밤거리
떠나간 그 사람 18번이 생각 나
노래방에 나를 닮은
탬버린을 흔들고
불러 보는 이 노래는
그 사람 18번
훌라춤에 난 노래하는
춤추는 탬버린
훌라 훌라 훌라 이 밤이 가도록
춤추는 탬버린
훌라 훌라 훌라 훌라 훌라 훌라
훌라춤을 춘다 탬버린
오늘 밤도 낯선 거리
낯선 사람들로 가득 찬
네온 불로 유혹하는
도시의 밤거리
떠나간 그 사람 18번이 생각 나
노래방에 나를 닮은
탬버린을 흔들고
불러 보는 이 노래는
그 사람 18번
훌라춤에 난 노래하는
춤추는 탬버린
훌라 훌라 훌라 이 밤이 가도록
춤추는 탬버린",김다현,2021.07.14,301,성인가요/트로트
멍에,"사랑의 기로에 서서
슬픔을 갖지 말아요
어차피 헤어져야 할거면
미련을 두지 말아요
이별의 기로에 서서
미움을 갖지 말아요
뒤돌아 아쉬움을 남기면
마음만 괴로우니까
아무리 아름답던 추억도
괴로운 이야기로
사랑의 상처를 남기네
이제는 헤어졌는데
그래도 내게는 소중했던
그날들이
한동안 떠나지 않으리
마음이 괴로울 때면
아무리 아름답던 추억도
괴로운 이야기로
사랑의 상처를 남기네
이제는 헤어졌는데
그래도 내게는 소중했던
그 날들이
한동안 떠나지 않으리
마음이 괴로울 때면
한동안 떠나지 않으리
마음이 괴로울 때면",은가은,2021.07.21,160,성인가요/트로트
혹시(Hoxy) (Prod. by 영탁),"혹시 내 마음을 알까요
말로 할 수 없는 이 맘을
감추고 감추고 감추고 감춰도
자꾸 새어 나오는 마음을
혹시 내 사랑을 알까요
처음 느껴보는 사랑을
숨기고 숨기고 숨기고 숨겨도
매일매일 들켜 버리죠
혹시 혹시 혹시 나와 같은 맘이면
내 이름을 크게 불러줘요
변치 않는 사랑만을 드리겠어요
나를 위해 한 번 웃어줘요
그렇게 그렇게
혹시 내 마음을 안다면
그저 나의 손을 잡아요
영원히 영원히 영원히 그대만
사랑하고 사랑할게요
혹시 혹시 혹시 나와 같은 맘이면
내 이름을 크게 불러줘요
변치 않는 사랑만을 드리겠어요
나를 위해 한 번 웃어줘요
그렇게 그렇게
혹시 내 마음을 안다면
그저 나의 손을 잡아요
영원히 영원히 영원히 그대만
사랑하고 사랑할게요
영원히 영원히 영원히 그대만
사랑하고 사랑할게요",최대성,2021.08.11,"3,981",성인가요/트로트
딱이야,"두근두근 가슴이 두근두근대
내 마음에 심장이 터져버렸어
아마도 넌 모를 거야
미쳐 미쳐 빠져버렸어
어젯밤에 꿈속에 니가 찾아와
내 귓가에 속삭였어 너 없이는
안 된다고 내게 말해 주었어
찍어 찍었어 널 찍어 버렸어
너무나 멋져 너는 내 사랑
빠져 빠졌어 너에게 빠졌어
난 너 없이는 못산단 말야
딱이야 너는 내겐 딱이야
너만이 내 사랑
한 번도 만나지 못한 넌
나의 마지막 사랑
너뿐야 내겐 오직 너뿐야
영원한 내 사랑
다시는 만날 수 없는 넌
나의 마지막 남자
이젠 내 눈에 너 밖에 안보여
그 누구라도 보이질 않아
이젠 내 귀에 너밖에 안 들려
난 너 없이는 못산단 말야 아
딱이야 너는 내겐 딱이야
너만이 내 사랑
한 번도 만나지 못한 넌
나의 마지막 사랑
너뿐야 내겐 오직 너뿐야
영원한 내 사랑
다시는 만날 수 없는 넌
나의 마지막 남자
딱이야 너는 내겐 딱이야
너만이 내 사랑
한 번도 만나지 못한 넌
나의 마지막 사랑
너뿐야 내겐 오직 너뿐야
영원한 내 사랑
다시는 만날 수 없는 넌
나의 마지막 남자",숙행,2021.11.26,123,성인가요/트로트
모두 잊어요,"당신 저 달 보면 무슨 생각 나시나요
지나간 추억들은 이젠 사라졌어요
당신 흐르는 눈물을 닦아요
떠나간 님 그리워서
그리 슬퍼 하나요
그날처럼 비가 오고
바람 몹시 부는 날
하얀 우산 받쳐 들고
님은 다시 오시겠죠
당신 흐르는 눈물을 닦아요
이제는 지난 일은 모두 잊어 버려요
그날처럼 비가 오고
바람 몹시 부는 날
하얀 우산 받쳐 들고
님은 다시 오시겠죠
당신 흐르는 눈물을 닦아요
이제는 지난 일은 모두 잊어 버려요",김범룡,2022.05.02,38,성인가요/트로트
딱이야,"어쩐지 딱 내 눈에 들어 오더라
한 순간 딱 내 맘에 들어 오더라
여름엔 더워지고 겨울엔 추워지고
어차피 밥 먹고 사는 우리네 인생살이
넓고 넓은 이 세상 많은 사람들 중에
아낌없이 사랑만 주는 바로 그 사람
그 사람이 바로 나야 나야
그 사람이 바로 나야
당신에겐 내가 딱이야
어쩐지 딱 내 손을 잡아 주더라
한 순간 딱 내 맘을 사로 잡더라
봄이면 꽃이 피고 가을엔 낙엽 지고
어차피 밥 먹고 사는 우리네 인생살이
넓고 넓은 이 세상 많은 사람들 중에
아낌없이 사랑만 주는 바로 그 사람
그 사람이 바로 나야 나야
그 사람이 바로 나야
당신에겐 내가 딱이야
그 사람이 바로 나야 나야
그 사람이 바로 나야
당신에겐 내가 딱이야
당신에겐 내가 딱이야",박주희,2022.05.09,57,성인가요/트로트
풍악 (Inst.),"쿵짜 쿵짜라 자
사랑 사랑의 풍악을 울려라
내 사랑이 들을 수 있게
풍악 소리도 슬피 우는 밤
내 맘도 따라 우네요
쿵짜 쿵짜라 자 짜 풍악을 울려라
내 사랑을 전할 수 있게
쿵짜 쿵짜라 자 짜 풍악 소리가
내 맘을 아프게 해요
살랑 살랑 부는 바람도
내 맘을 알고 있는지
딸랑 딸랑 풍경 소리가
내 맘을 달래 주네요
쿵짜라 자 짜 짜 풍악을 울려라
내 사랑이 들을 수 있게
쿵짜라 자 짜 짜 풍악을 울려라
내 사랑을 전할 수 있게
쿵짜 쿵짜라 자 짜 풍악을 울려라
내 사랑을 전할 수 있게
쿵짜 쿵짜라 자 짜 풍악 소리가
내 맘을 아프게 해요
살랑 살랑 부는 바람도
내 맘을 알고 있는지
딸랑 딸랑 풍경 소리가
내 맘을 달래 주네요
쿵짜라 자 짜 짜 풍악을 울려라
내 사랑이 들을 수 있게
쿵짜라 자 짜 짜 풍악을 울려라
내 사랑을 전할 수 있게
내 사랑을 전할 수 있게
쿵짜 쿵짜라 자",김희재,2022.06.27,"1,525",성인가요/트로트
눈물젖은 휴전선,"서울에 한강물과 평양에 대동강물은
서해에서 서로 만나 다정히 속삭이는데
선하나 그어놓고 70여년 티격태격
이게 정말 무슨 말이오
우리 모두 손에 손잡고
통일노래 부르도록
하늘이여 하늘이여 하늘이시여
휴전선을 지워 주오
백두산 천지연과 한라산 백록담은
한반도의 혼을 담아
오천년을 지켜왔는데
선하나 그어놓고 70여년 티격태격
이게 정말 무슨말이오
우리모두 손에 손잡고
통일노래 부르도록
하늘이여 하늘이여 하늘이시여
휴전선을 지워주오
휴전선을 지워주오",양지원 (YangJiwon),2022.07.07,97,성인가요/트로트
어매(MR),"어매 어매 우리 어매
뭣할라고 날 낳았던가
낳을라거든 잘 났거나
못 낳을라면 못 났거나
살자하니 고생이요
죽자하니 청춘이라
요놈신세 말이 아니네
어매 어매 우리 어매
뭣할라고 날 낳았던가
어매 어매 우리 어매
뭣할라고 날 낳았던가",박성온,2022.12.23,34,성인가요/트로트
아미새(MR),"아름답고 미운새 아미새 당신
남자의 애간장만 태우는 여자
안 보면 보고 싶고 보면 미워라
다가서면 멀어지는 아름다운 미운새
아미새 아미새
아미새가 나를 울린다
신기루 사랑인가 아미새야 아미새야
간다고 말만 하면 눈물 흘리네
떠나려면 정을 주는
아름다운 미운 새
아미새 아미새
아미새가 나를 울린다
신기루 사랑인가 아미새야 아미새야
아미새야 아미새야",최우진,2022.12.23,18,성인가요/트로트
영일만 친구(MR),"바닷가에서 오두막집을 짓고
사는 어릴 적 내 친구
푸른 파도 마시며
넓은 바다의 아침을 맞는다
누가 뭐래도 나의 친구는
바다가 고향이란다
갈매기 나래 위에
시를 적어 띄우는
젊은 날
뛰는 가슴 안고
수평선까지 달려 나가는
돛을 높이 올리자
거친 바다를 달려라
영일만 친구야
갈매기 나래 위에
시를 적어 띄우는
젊은 날
뛰는 가슴 안고
수평선까지 달려 나가는
돛을 높이 올리자
거친 바다를 달려라
영일만 친구야
영일만 친구야",황민우,2022.12.30,16,성인가요/트로트
사랑이 내 삶에 들어왔다,"괜찮아 너의 따뜻한 한마디
난 몇 번을 들어도 좋아
사는 게 힘들고 아플 때마다
안겨 울던 너의 품이 좋아
말없이 웃어주는 그 미소는
부드러운 우유거품 같아
가만히 나의 등 뒤로 다가와
속삭일 때면 참 행복한 걸
가끔 비가 오면 그 길에서
하염없이 널 기다려봐
언제라도 우산을 든
니가 나타날 것 같아
사랑이란 게 내 안에 들어왔어
나를 달라지게 해
보고 싶다고 하루온종일
내 가슴이 널 찾아.
사랑이란 게 내 삶에 들어왔어
나를 바보 같게 해
웃지도 못해. 니가 없인 길 잃은 나처럼
사랑해 그 한마디면 되는데
난 무엇도 필요 없는데
오늘도 스쳐 지나는
너는 내 마음 아는지 행복해보여
가끔 비가 오면 그 길에서
하염없이 널 기다려봐
언제라도 우산을 든
니가 나타날 것 같아
사랑이란 게 내 안에 들어왔어
나를 달라지게 해
보고 싶다고 하루 온종일
내 가슴이 널 찾아.
사랑이란 게 내 삶에 들어왔어
나를 바보 같게 해
웃지도 못해. 니가 없인 길 잃은 나처럼
사랑한다는 그 말
먼저 말해주길
기다려 기다려 오늘도
애태우고 있잖아
사랑이란 게 내 안에 들어왔어
나를 달라지게 해
보고 싶다고 하루온종일
내 가슴이 널 찾아.
사랑이란 게 내 삶에 들어왔어
나를 바보 같게 해
웃지도 못해. 니가 없인 길 잃은 나처럼",명지,2023.01.23,35,성인가요/트로트
사랑 사랑(MR),"사랑 사랑 사랑 사랑 내 사랑이로구나
일편단심 사랑일세
사랑 사랑 사랑 사랑 내 사랑이로구나
얼씨구나(좋다) 절씨구나
일편단심 사랑일세
이리 봐도 저리 봐도 어찌 이리 고울까요
하늘에서 주신 천사 하루하루 꿈 같구나
허락 없이 아프지 마요
혹시라도 먼저 가지 마
백발이 성성 늙어가도
당신 손 놓지 않으리
사랑 사랑 사랑 사랑 내 사랑이로구나
얼씨구나(좋다) 절씨구나
일편단심 사랑일세
사랑 사랑 사랑 사랑 내 사랑이로구나
얼씨구나(좋다) 절씨구나
일편단심 사랑일세
이리 봐도 저리 봐도 어찌 이리 고울까요
하늘에서 주신 천사 하루하루 꿈 같구나
허락 없이 아프지 마요
혹시라도 먼저 가지 마
백발이 성성 늙어가도
당신 손 놓지 않으리
사랑 사랑 사랑 사랑 내 사랑이로구나
얼씨구나(좋다) 절씨구나
일편단심 사랑일세
사랑 사랑 사랑 사랑 내 사랑이로구나
얼씨구나(좋다) 절씨구나
일편단심 일편단심 일편단심 사랑일세
일편단심 사랑일세",샛별부,2023.01.20,11,성인가요/트로트
산유화,"산에산에 꽃이피네 들에들에 꽃이피네
봄이오면 새가울면 임이잠든 무덤가에
너는다시 피련만은 임은어이 못오시는고
산유화야 산유화야 너를잡고 내가운다

산에산에 꽃이지네 들에들에 꽃이지네
꽃은지면 피련만은 내마음은 언제피나
가는봄이 무심하냐 지는꽃이 무심하려요
산유화야 산유화야 너를잡고 내가운다",남인수,1979.08.31,61,성인가요/트로트
세월,"세월속에 빠져서

정신없이 살다가

허전함에 지치면

한번쯤은 날 생각해

산다는게 무언가

갖지못할 꿈인가

울어야 할 업인가

세월속에 물어도

어디로 가는지

어떻게 사는지

세월속에 빠져서

몸부림 치면서

오늘도 외로이 가네



산다는게 무언가

갖지못할 꿈인가

울어야 할 업인가

세월속에 물어도

어디로 가는지

어떻게 사는지

세월속에 빠져서

몸부림 치면서

오늘도 외로이 가네",진시몬,2007.02.01,140,성인가요/트로트
빗속의 여인,"잊지 못할 빗속의 여인
그 여인을 잊지 못하네
노오란 레인코트에
검은 눈동자 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네
잊지못할 빗속의 여인
그 여인을 잊지 못하네",나미애,2011.07.26,85,성인가요/트로트
임 찾아 가는 길,"바람아 불지마라 님을 찾아가는 길에
사나이 목숨바쳐 사랑했던 님인데
너마져 내 갈길을 가로 막는다면
나는 어디로 가나 바람아 불지마라
님 찾아 가는길에 사랑 찾아 가는길에
바람아 불지마라 님을 찾아가는 길에
사나이 진정으로 좋아했던 님인데
너마져 내 발길을 가로 막는다면
나는 어찌하란 말이냐 바람아 불지마라
님 찾아 가는길에 사랑 찾아 가는길에",박우철,2015.11.23,144,성인가요/트로트
첫차,"새벽안개 헤치며 달려가는
첫차에 몸을 싣고 꿈도 싣고
내 마음 모두 싣고 떠나갑니다
당신을 멀리멀리
당신을 멀리멀리 당신을 멀리멀리
멀어지는 당신을 생각하면
가슴을 적셔오는 지난 추억
어차피 잊어야 할 사람인 것을
이토록 슬퍼질까
이루지 못할 사랑이라면
내가 먼저 떠나가야지
꿈같은 세월 짧았던
행복 생각이 나겠지만
아쉬운 정도 아쉬운 미련도
모두 다 잊겠어요
새벽안개 헤치며 달려가는
첫차에 몸을 싣고 꿈도 싣고
내 마음 모두 싣고 떠나갑니다
당신을 멀리멀리
이루지 못할 사랑이라면
내가 먼저 떠나가야지
꿈같은 세월 짧았던 행복
생각이 나겠지만
아쉬운 정도 아쉬운 미련도
모두 다 잊겠어요
꿈같은 세월 짧았던 행복
생각이 나겠지만
아쉬운 정도 아쉬운 미련도
모두 다 잊겠어요
새벽안개 헤치며 달려가는
첫차에 몸을 싣고 꿈도 싣고
내 마음 모두 싣고 떠나갑니다
당신을 멀리멀리
당신을 멀리멀리 당신을 멀리멀리",박예슬,2021.02.14,58,성인가요/트로트
마음 약해서,"마음 약해서 잡지 못했네
돌아서던 그 사람
혼자 남으니 쓸쓸하네요
내 마음 허전하네요
생각하면 그 얼마나 정다웠던가
나 혼자서 길을 가면
눈앞을 가려
뜨거운 눈물이 흘러내리네
마음 약해서 마음 약해서
나는 너를 잡지 못했네
생각하면 그 얼마나 행복했던가
나 혼자서 길을 가면
눈앞을 가려
뜨거운 눈물이 흘러내리네
마음 약해서 마음 약해서
가는 너를 잡지 못했네
마음 약해서 잡지 못했네
돌아서던 그 사람
혼자 남으니 쓸쓸하네요
내 마음 허전하네요
생각하면 그 얼마나 정다웠던가
나 혼자서 길을 가면
눈앞을 가려
뜨거운 눈물이 흘러내리네
마음 약해서 마음 약해서
나는 너를 잡지 못했네
나는 너를 잡지 못했네",김의영,2021.07.28,176,성인가요/트로트
흥해라(inst.),"흥해라 흥해라 모두 흥해라
흥해라 내인생 모두 흥해라
핑크빛 인생 또한번 찾아올 거야
흥해라 흥해라 모두 흥해라
동서남북 모두 흥해라
흥바람타고 내일은 해가 뜬다
힘드시나요 요즘같은 날
사는맛도 안나시겠죠
계절은 돌고 돌아오는데
찬겨울만 있는것같아
그래도 주저하지 마세요
봄날은 돌아올테니
다시한번 힘을 냅시다
흥해라 흥해라 모두 흥해라
흥해라 내인생 모두 흥해라
핑크빛 인생 또한번 찾아올 거야
흥해라 흥해라 모두 흥해라
동서남북 모두 흥해라
흥바람타고 내일은 해가 뜬다
힘드시나요 요즘같은 날
웃을일도 없으시겠죠
거짓말같은 하루하루에
미소를 잃지맙시다
그래도 주저하지 마세요
봄날은 돌아올테니
다시한번 힘을 냅시다
흥해라 흥해라 모두 흥해라
흥해라 내인생 모두 흥해라
핑크빛 인생 또한번 찾아올 거야
흥해라 흥해라 모두 흥해라
동서남북 모두 흥해라
흥바람타고 내일은 해가 뜬다",박서진,2021.10.23,772,성인가요/트로트
그날,"언덕위에 손잡고
거닐던 길목도 아스라히
멀어져간 소중했던
옛 생각을 돌이켜 그려보네
나래치는 가슴이
서러워 아파와 한숨지며
그려보는 그 사람을 기억하나요
지금 잠시라도
달의 미소를 보면서
내 너의 두 손을 잡고
두나 별들의 눈물을 보았지
고요한 세상을
우 우 우 우 우 우우우 우우우우
한아름의 꽃처럼 보여지며
던진 내 사랑에
웃음지며 님의 소식
전한 마음 한없이 보내본다

달의 미소를 보면서
내 너의 두 손을 잡고
두나 별들의 눈물을 보았지
고요한 세상을
우 우 우 우 우 우우우 우우우우
한아름의 꽃처럼 보여지며
던진 내 사랑에
웃음지며 님의 소식
전한 마음 한없이 보내본다",김연숙,1997.08,30,성인가요/트로트
초연,"먼 산 부엉이
밤새워 울어대고
앞내 물소리
가슴을 적실때
나는 사랑이
무언줄 알았네
그러나 당신은
나를두고 어딜갔나
아 아 그대를 기다리네
돌아와요 내게 돌아와요
기다리는 내 사랑

나는 사랑이
무언줄 알았네
그러나 당신은
나를두고 어딜갔나
아 아 그대를 기다리네
돌아와요 내게 돌아와요
기다리는 내 사랑",김연숙,1997.08,52,성인가요/트로트
향수에 젖어서,"향수에 젖어서
하늘을 보면은
구름이 흘러가네
솜같은 구름입니다
라라라라 라라라라
솜같은 구름입니다
예예예예 예예예예
예예예예 예예예 예예예
옛날이 그리워서
풀피리 불면은
가슴이 뭉클해요
눈시울이 뜨겁습니다
라라라라 라라라라
눈시울이 뜨겁습니다
예예예예 예예예예
예예예예 예예예 예예예
산넘어 강건너
간다고 어디가나
내살던 고향땅은
너무나 멀리 있어요
라라라라 라라라라
너무나 멀리 있어요
예예예예 예예예예
예예예예 예예예 예예예
향수에 젖어서
하늘을 보면은
구름이 흘러가네
솜같은 구름입니다
라라라라 라라라라
솜같은 구름입니다
라라라라 라라라라
솜같은 구름입니다",혜은이,1988.08,110,성인가요/트로트
이젠 말할 수 있네,"이젠 말할 수 있네 당신 있으면
나는 말할 수 있네
이젠 떠날 수 없네 당신을 두고
나는 갈 수가 없네
사랑한다는 말 왜 말을 못해
그대 나를 보며 말해보아요
그대 이젠 다시 울지 말아요
당신 곁엔 내가 함께 있는데
떠난다는 말 하지 말아요

이젠 말할 수 있네 사랑한다는 그말 할수가있네
이젠 보낼 수 없네 당신을 멀리 떠나 보낼순없네
사랑한다는 말 왜 말을 못해
그대 나를 보며 말해보아요
그대 이젠 다시 울지 말아요
당신 곁엔 내가 함께 있는데
떠난다는 말 하지 말아요",김범룡,1994.01.01,32,성인가요/트로트
들국화 여인,"사랑이 병이나면
무슨 약이 있나요
그것은 하나 오직 당신의
그 정이라야 합니다
세월이 흘러가면
잊혀진다 하지만
그것은 내마음을
달래려고 하는 말
오늘밤도 오늘밤도 눈물짓는
들국화 여인

가슴에 타는 불꽃은
무엇으로 끄나요
그것은 하나 오직 당신의
그 정이라야 합니다
찬바람 불어오는
외진길가 모퉁이
오늘도 서러웁게
떨고 있는 들국화
어느누가 어느누가 감싸주랴
들국화 여인",현철,1994.07,26,성인가요/트로트
애상,"난 바라보고만 있네
움직일 줄 모르고
무엇을 찾아 헤매이는 걸까
괜한 눈빛이여
내 삶의 화신 이여라
왠지 낯이 익은 너
전생에 지은 죄 마저
가슴에 끌어안고
저 혼자 가만히 앉아
한 세월을 못 잊는
사랑이여 슬픔이여
이름 모를 영혼이여

참 좋은 사람 이었지
내가 만난 그 사람
추억은 한번으로 좋으리
사랑했었으니까
고통의 연속이어라
만나볼 수 없는 너
무거운 그림자만이
또 다른 빛을 원할 때
저 혼자 무너진 채로
기다림만 쌓이는
사랑이여 슬픔이여
이름 모를 영혼이여
사랑이여 슬픔이여
이름 모를 영혼이여",조용필,1997.05.01,257,성인가요/트로트
니가 올래 내가 갈까,"니가 올래 아니면 내가 갈까
아무래도 나는 좋아
니가 올래 아니면 내가 갈까
아무래도 나는 좋아
보고 싶다 오늘따라
니가 올래 아니면 내가 갈까
보고 또 보고 보고 또 봐도
또 보고 싶은 니 얼굴
넌 아마 모를거야
넌 정말 모를거야
무작정 보고 싶은 내맘을
모를거야 모를거야
죽도록 너를 사랑해
니가 올래 아니면 내가 갈까
아무래도 난 좋아
니가 올래 아니면 내가 갈까
아무래도 난 좋아

니가 올래 아니면 내가 갈까
아무래도 난 좋아
니가 올래 아니면 내가 갈까
아무래도 난 좋아
보고 싶다 오늘따라
니가 올래 아니면 내가 갈까
보고 또 보고 보고 또 봐도
또 보고 싶은 니 얼굴
넌 아마 모를거야
넌 정말 모를거야
얼마나 너를 사랑하는지
사랑한다 사랑한다
죽도록 너를 사랑해
넌 아마 모를거야
넌 정말 모를거야
얼마나 너를 사랑하는지
사랑한다 사랑한다
죽도록 너를 사랑해
죽도록 너를 사랑해",배일호,1999.04,91,성인가요/트로트
부산 갈매기,"지금은 그 어디서
내 생각 잊었는가
꽃처럼 어여쁜 그 이름도
고왔던 순이 순이야
파도치는 부두가에
지나간 일들이 가슴에 남았는데
부산 갈매기 부산 갈매기
너는 정녕 나를 잊었나

지금은 그 어디서
내 모습 잊었는가
꽃처럼 어여쁜 그 이름도
고왔던 순이 순이야
그리움이 물결치면
오늘도 못잊어 내이름 부르는데
부산 갈매기 부산 갈매기
너는 벌써 나를 잊었나",성동일,1999.05.10,48,성인가요/트로트
분홍 립스틱,"언제부턴가 그대를
그대를 처음 만난 날
남 모르게 그려 본 분홍 립스틱
떨리던 마음 같이
사랑스럽던 그 빛깔
말 없이 바라보던
다정했던 모습
우리 사랑은 눈부시게
눈부시게 시작됐지만
이제는 지워진 분홍 립스틱
지금은 떠나야 할
사랑했었던 그 사람
이별은 슬프지만 보내야 할 사람
오늘 밤만은 그댈 위해서
분홍의 립스틱을 바르겠어요
그대 가슴에 지워지지 않을
분홍의 입술 자욱 새기겠어요
내일이 오면 떠나야 하는
그대의 슬픈 눈을 들여다 보면
눈물 방울이 얼굴을 적시고
분홍의 립스틱을 지워요

우리 사랑은 눈부시게
눈부시게 시작됐지만
이제는 지워진 분홍 립스틱
지금은 떠나야 할
사랑했었던 그 사람
이별은 슬프지만 보내야할 사람
오늘 밤만은 그댈 위해서
분홍의 립스틱을 바르겠어요
그대 가슴에 지워지지 않을
분홍의 입술 자욱 새기겠어요
내일이 오면 떠나야 하는
그대의 슬픈 눈을 들여다 보면
눈물 방울이 얼굴을 적시고
분홍의 립스틱을 지워요
오늘 밤만은 그댈 위해서
분홍의 립스틱을 바르겠어요
그대 가슴에 지워지지 않을
분홍의 입술 자욱 새기겠어요
내일이 오면 떠나야 하는
그대의 슬픈 눈을 들여다 보면
눈물 방울이 얼굴을 적시고
분홍의 립스틱을 지워요",김란영,2003.12.04,10,성인가요/트로트
꿈,"화려한 도시를
그리며 찾아왔네
그 곳은 춥고도 험한곳
여기저기 헤매다
초라한 문턱에서
뜨거운 눈물을 먹는다
머나먼 길을 찾아 여기에
꿈을 찾아 여기에
괴롭고도 험한 이 길을 왔는데
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네
사람들은 저마다
고향을 찾아가네
나는 지금 홀로 남아서
빌딩속을 헤매다
초라한 골목에서
뜨거운 눈물을 먹는다
저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
슬퍼질 땐 차라리 나홀로
눈을 감고 싶어
고향의 향기 들으면서

저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네
슬퍼질 땐 차라리 나홀로
눈을 감고 싶어
고향의 향기 들으면서
고향의 향기 들으면서",조용필,1998.03.01,286,성인가요/트로트
슬픈 미소,"돌아서면 잊혀질까
세월가면 잊을 수 있을까
슬픔은 흘러흘러 가슴을 적시네
장미꽃 피는 날엔
돌아오마던 당신
여울지는 꿈속에서
그 미소를 찾아헤맸지

가버리면 잊혀질까
눈감으면 잊을 수 있을까
서러움은 물들어 가슴을 적시네
장미꽃 피는 날엔
돌아오마던 당신
여울지는 꿈속에서
그 미소를 찾아헤맸지",조용필,1999.12.25,198,성인가요/트로트
잠깐,"돌아서서 떠나갈때 변하더라도
잠깐 웃고 지금만 있어요
왜 가는지 왜 가는지
떠나가는 이유라도 들어봅시다
사랑은 농담처럼
장난으로 생각하나요
웃는 내가 바보지
웃는 내가 바보야
웃는 내가 어리석지

도망치듯 달아나듯 변하는 그대
잠깐 그럴 수가 있나요
가더라도 가더라도
마지막 술잔이나 비우고 가소
속 다르고 겉 달랐던
사랑한다 그 말을
믿은 내가 바보지
믿은 내가 바보야
믿은 내가 어리석지",인순이,2004.09.09,124,성인가요/트로트
