제목,가사,가수,발매일,좋아요수,장르
Airplane,"그때 나를 다시 기억해
메마른 땅이 날 불태울 때
저 푸른 하늘 보며 뛰었네
날고 싶었어 그 airplane에서

그때 나를 다시 기억해
메마른 땅이 날 불태울 때
저 푸른 하늘 보며 뛰었네
날고 싶었어 그 airplane, airplane

아직도 난 안 믿겨
광주 토박이의 비행 삼매경
높고 높았던 꿈의 자리에서
아름다운 세상 위를 날고 있어
늘 탈 때
첫 일본행 때의 느낀 설렘
아직도 생각해
그게 내 꿈을 띄웠기에
지금을 만들었기에
Everywhere
이젠 issue man 플래시 터질 때
안전한 도착에 축복을 담을게
God bless

그때 나를 다시 기억해
메마른 땅이 날 불태울 때
저 푸른 하늘 보며 뛰었네
이젠 원 없이 날아 airplane에서

누군가는 나를 개 욕해
그 누군가들 질투도 외롭게 해
신경 안 써 그저 웃게 돼
Drink champagne in my airplane

구름 위를 매일
구름 위를 매일
구름 위에 내 feel
구름 위에 check it
구름과의 케미
구름과 하루 종일
구름 타는 재미, 구름 보며 fade in, 너흰 몰라 maybe
몇 년 동안의 비행 탓에
마일리지만 몇십만 때
못 이룬 너희들을 위로해줄 때야
그 비행 포인트로 선물할게
Love 에어플레인 모드
신경은 다 off, 그 누구든지 뭐라 하든
그저 계속 퍼스트를 지키며
밤하늘을 볼게
지금 내 자리에 맞춰

그때 나를 다시 기억해
메마른 땅이 날 불태울 때
저 푸른 하늘 보며 뛰었네
그때를 생각해 이 airplane에서

누군가는 나를 개 욕해
그 누군가들 질투도 외롭게 해
신경 안 써 그저 행복해
성공을 느껴 in my airplane",j-hope,2018.03.02,"5,308",랩/힙합
일 년의 마지막 밤,"지쳐버린 네 기분 나도 잘 알아
맘 같지 않게 자꾸 꼬이는 trouble
찬 서리가 맘에 내려와 yeah
외투를 여며봐도 추운 밤 yeah
따스한 얘기들을 들려주고 싶은걸
니 맘에 머플러를 둘러주고 싶은걸
“수고했어” 인사를 건넨 다-음
너를 안아 줄게 자, 여기 내 품에
왠지 울고 싶은 밤
Yeah 그냥 내게로 와
얼어붙은 your heart
사르르 녹여 hotter
이제 일 년의 마지막 날이야
올해 함께할 마지막 밤이야
곁에 있어 this time
선물을 가득
나눠 줄 테니 (wah-)
받아줘 여기 널 위한 맘이야
따스히 품고서 아껴왔던 heart
텅 비어 있던 품 안에
안겨 줄게 babe (yeah yeah)
너에게 share my heart
꼭 바람 앞의 촛불처럼 흔들릴 땐
Yeah 모두 다 툭툭 털고
새로 하면 돼
Taking your time
(너의 등 뒤에 내가 있을게)
Show me your smile
(Don’t worry worry, got your back)
찬 바람에 please don’t panic
지나갈 일인걸 babe
며칠이면 소복하게 덮일 거야 눈처럼
Hey wait wait wait, 다시 해볼까?
첫눈을 처음으로 밟아본 기분으로
사랑한다는 말 아끼긴 싫어져
감싸주고 싶은걸 oh wah
하얀 스웨터처럼 oh wah
왠지 울고 싶은 밤
Yeah 그냥 내게로 와
얼어붙은 your heart 호호 불어서
녹여줄 거야
Can you feel now? can you feel now?
Yeah 절대 혼자가 아니란 걸
이제 일 년의 마지막 날이야
올해 함께할 마지막 밤이야
곁에 있어 this time
선물을 가득
나눠 줄 테니 (wah-)
받아줘 여기 널 위한 맘이야
따스히 품고서 아껴왔던 heart
텅 비어 있던 품 안에
안겨 줄게 babe (yeah yeah)
잘 들어줘 이 노랠
고갤 들어 하늘을 봐
너를 축복할 눈 내리잖아
더 순수히 변해가 하나둘씩
늘 고되고 힘들던 네 마음이
더 크게 sing it (언제나 어디나)
마지막까지 (함께일 너와 나)
내 손을 잡아봐 체온 속에
금방 행복해질 거야
이제 일 년의 마지막 날이야
우리 함께라 행복한 밤이야
곁에 있어 this time
네 맘을 가득
채워 줄 테니 (wah-)
거릴 비추는 따스한 불빛과
온 세상 가득 퍼지는 aria
이 온기를 다 모아서
전부 줄게 babe (yeah yeah)
너에게 share my heart
Wah- wah-
다정히 share my heart
wah- wah-
오늘은 share my heart",BX (CIX),2022.12.07,"1,501",랩/힙합
내 맘을 아냐고 2 (못된이별) (Feat. 하주연 Of 쥬얼리),"너의 옷에 매달려서
미치겠다해도
왜 넌 이유없이 안된다는데
제발 알아듣게 설명해
설득시켜 날
이대로 가면 난 어떡하라고
한참 동안을 고민을 했어
무슨 말을 먼저
꺼내야될지 말아야될지
아무 것도 모르는 듯한
니 눈빛에 이기적인 내 모습
자꾸만 비춰서 너무나 겁이나
일부러 핑겔 만들어
연락을 받지 않았어
메세지 모든것들
귀찮아 읽지 않았어
이 비겁한 사랑
질질끌면 안돼니까
몇일을 참다 참다가
힘겹게 꺼낸 말
너 정말 나쁜거 같아
나에게 왜 그랬어
나만 사랑한다 했잖아
왜 변했어
그냥 모든게 싫어졌어
니 표정 전부 다
아무것도 묻지마라
마지막 부탁이니까
내가 더 잘할게
제발 날 시험하지마
난 너 없음 안되는거
니가 더 잘 알잖아
차라리 내게 화를내
때리며 욕이라도해
그래야 내맘 좀 더
편해 질꺼같으니까
너의 옷에 매달려서
미치겠다해도
왜 넌 이유없이 안된다는데
제발 알아듣게 설명해
설득시켜 날
이대로 가면 난 어떡하라고
나 그 사람 아니면 안되요
죽을 것 같으니까
나 그 사람 아니면 안되요
내 전부였으니까
이 손을 놓치고 나면
어떻게 살아요
1초도 자신없어요
이러지말아요
언젠가부터 변해버린 널보면서
혹시나 이별을 말할까봐
두려웠었어
그래서 웃었어 억지로 웃었어
이런날 두고 가지마
내손을 놓지마
나 같은거 잊고서
더 좋은사람 만나요
아니면 내가
더 아플지도 몰라요오오
늘 항상 곁에 두고
불안에 떠는 니 모습이
나는 너무 싫었어
술 취한 밤 혹시라도
네게 전화를 한다면
절대 내전활 받지는 말아요
I maybe talkin drunk'n wasted not gonna lie
내 맘 이미 예전에
벌써 끝났으니까
너의 옷에 매달려서
미치겠다해도
왜 넌 이유없이 안된다는데
제발 알아듣게 설명해
설득시켜 날
이대로 가면 난 어떡하라고
널 잊지 못할거야
날 두고 가지마
널 잊지 못할거야
날 떠나 가지마
다 괜찮아질거야
이렇겐 못끝내
다 괜찮아질거야
이대로 못보내 제발
울고불고 매달려도
소릴 질러봐도
넌 무서울만큼 멀어지는데
당장 니가 없는 내일을
어떡하라고
니가 없는 나를 어떡하라고",MJ (써니사이드),2012.07.13,"2,656",랩/힙합
백조의 호수 (Prod. SLO),"Swarovski drip 건
내 목에 걸어 걸어
그럼 난 불러 이걸 백조의 호수 백
Swarovski drip 건
내 목에 걸어 drip drip
그럼 난 불러 이걸 백조의 호수 백
겨울도 아닌데 얼어버렸네
얼음 얼음
백조들을 전부 털어버렸네
도둑 도둑
오 이런 또 쩔어버렸네 SEOWL
오 이런 또 벌어버렸네 guap guap
Swarovski drip
내 목에 걸어 drip drip
백조의 호수 DAVID AVLN 백
겁대가리 없는 것들 야심만만
Flex with my thuggies
like 자신만만
필요 없어 뛰어넘어 목차
목이 차가워서 줄여 목차
I need greens ain't no 녹차
지폐 그리고 Jamies 뭐든 몽땅
돈 벌어댄 뒤 내 가방
fatter than 지훈 fat
내 값 배로 되지 배
I'm growin' bigger than big bigger
멋쟁이들 내 뒤에
우린 전부 패거리짓
drip drip 하다못해 질질 새버리지
빛 빛 은이빨 은체인
chain chain chain
They call me skinny legend
smokin' slim fit brown brown
비키세요 병신 뛰뛰빵 빵
I'm on my way to get that guap
guap
Swarovski drip 건
내 목에 걸어 걸어
그럼 난 불러 이걸 백조의 호수 백
Swarovski drip 건
내 목에 걸어 drip drip
그럼 난 불러 이걸 백조의 호수 백
겨울도 아닌데 얼어버렸네
얼음 얼음
백조들을 전부 털어버렸네
도둑 도둑
오 이런 또 쩔어버렸네 SEOWL
오 이런 또 벌어버렸네 guap guap
Oh 너네 목에 건 거 빛나겠다 잘도
Young thuggies
클럽에 뜨면 못 꺼내 말도
YTC4LYF We got DAVID AVLN
Crew chain 월계수
Shinin’ with the Swarovski
x발놈 시끼
나일롱 bitch들이 걸어 시비
이거 맞냐 찐 새꺄 내가 이미 찐
내가 다음에 걸 건
Platinum & Diamond Drip
니가 탐낸 여심 빵꾸 낸 건
Oh 내 잘못
못 봐 주겠다 진짜 너네 깔롱
돈 만 가지곤 못 사
이건 함부로 AVLN
축구로 치면 이건 Ballon d’or
Young & sexy I’m fuckin’ 24
It’s not for ya yeah No.24
할 말 없지 이제 더는 anymore
돈 장난엔 Club shit 이 약이죠
Swarovski drip 건
내 목에 걸어 걸어
그럼 난 불러 이걸 백조의 호수 백
Swarovski drip 건
내 목에 걸어 drip drip
그럼 난 불러 이걸 백조의 호수 백
겨울도 아닌데 얼어버렸네
얼음 얼음
백조들을 전부 털어버렸네
도둑 도둑
오 이런 또 쩔어버렸네 SEOWL
오 이런 또 벌어버렸네 guap guap",ZENE THE ZILLA,2019.05.28,"11,493",랩/힙합
패밀리 (Feat. 손담비),"BABY ALWAYS I LOVE YOU FAMILY

BABY ALWAYS I LOVE YOU FAMILY

I WANNA BE YOUR FAMILY
오늘부터 우린 FAMILY
동서남북 어디라도
난 너를 향해 달려가 OH OH OH OH
우리는 하나 FAMILY
모두같이 외쳐 FAMILY
봄 여름 가을 겨울 4EVER
LET'S GO OH OH OH
자 우리가 왔다 모두 여기로 붙어
믿음과 희망 그리고 사랑으로 뭉쳐
축 쳐진 어깨를 활짝 펴
더 이상 두려움은 없어
우리가 바로 FUTURE
너와 나 함께할 때 기쁨은 두 배
YOU KNOW WHAT
슬픔은 반의 반의 반
모두 같이 웃고 있는 단체 사진 속
각자 성은 달라도 우린 모두 한 가족
WE ARE THE ONE
외롭고 힘든 일이 있을 땐
달려갈께
YOU ARE NOT ALONE
이렇게 너와 내가 함께 하는
우린 FAMILY
I WANNA BE YOUR FAMILY
오늘부터 우린 FAMILY
동서남북 어디라도
난 너를 향해 달려가 OH OH OH OH
우리는 하나 FAMILY
모두같이 외쳐 FAMILY
봄 여름 가을 겨울 4EVER
LET'S GO OH OH OH

혹시 몸이 멀리
떨어져 있더라도 니 옆에
우리 맘이
찰싹 붙어 있다는 걸 기억해
지금 이곳엔 언제나 필요해
세상 가장 위대한 힘 FAMILY
어떠한 실수라도 너그럽게 용서하기
서로 존중하기 마치 상추와 쇼리
우리들의 만남을 언제나 감사하기
그 마음 간직하기 세상이 끝날 때까지
WE ARE THE ONE
외롭고 힘든 일이 있을 땐 달려갈께
YOU ARE NOT ALONE
이렇게 너와 내가 함께 하는
우린 FAMILY
I WANNA BE YOUR FAMILY
오늘부터 우린 FAMILY
동서남북 어디라도
난 너를 향해 달려가 OH OH OH OH
우리는 하나 FAMILY
모두같이 외쳐 FAMILY
봄 여름 가을 겨울 4EVER
LET'S GO OH OH OH
힘겨운 날엔 너는 내앞에
즐거운 날엔 너는 내뒤에
너는 나의 행복 나의 슬픔
우린 항상 함께인걸
지금처럼 언제까지나
I WANNA BE YOUR FAMILY
오늘부터 우린 FAMILY
무슨 일을 하든
어디서 왔던 난 상관없어
YOU KNOW WE DON'T STOP
우리는 하나 FAMILY
모두 같이 외쳐 FAMILY
내 삶의 가장 큰 재산
이 세상 끝날 때까지
YOU KNOW WE CAN'T STOP",마이티 마우스,2008.11.17,"1,669",랩/힙합
RICH (Feat. 태양),"새처럼 날고 싶던
그녀는 비행기 표를 샀지
하늘과 바다를 손에 가득 담고 싶던
그는 큰 지구본을 샀지
다 꿈에 가격표를 달지만
아무리 쓰고 써도 재고만 쌓이는
마음의 장바구니
돈 꾸면서도 살 건 사는데
꿈꾸면서 사는 건 아까운지
답을 찾지
where your pocket is
Baby you don’t even know
what the problem is
너의 버켓리스트는 쇼핑 리스트
But the life you miss
기억은 없어도 인증샷은 있어
고픈 건 참아도 아픈 건 싫대
그 배는 유행가처럼
쉽게 부르고 빨리 꺼지네
I wish I wish I wish
I was rich
Baby I wish I wish I wish
I was rich
My Drive Rules Everything Around
Me
Dream
내 친구는 꿈과 이상을 사고 팔고
재고 값 매기지
통장 잔고는 휘청해도
흔들리지 않는 자신감
아니 바이덴티티
여권 도장 없이 패션은
New York and Paris
인생이 화보
모든 동네 캠퍼스 직장 어디든
금 캐러 다니는
young boys and golden ladies
부럽지 뭐
그저 부럽지 뭐
내가 진 거지 뭐
내가 진 거지 뭐
난 주말에만 꿈을 꾸는 놈
토요일만 되면 복권 한 장을 쥐며
불금에도 숫자를 적고
계산하려고 줄 서 있네
어릴 적 내가 본 낭만은
공장이었는데
이젠 널린 편의점이네
I wish I wish I wish
I was rich
걱정 없이 살고 싶어
Baby I wish I wish I wish
I was rich
사람 답게 살고 싶어
버는 만큼
쓰는 만큼
Is you happy
Is you happy
버는 만큼
쓰는 만큼
Are you happy
‘Cause baby I wish I was
I wish I wish I was rich
Baby I wish I wish I was rich
Put your gold up in the air
Put your diamonds in the air
And wave ‘em like you just don’t
'Cause baby I wish I was
I wish I wish I wish
I was rich
I was rich
I was rich
Baby I wish I wish I wish
I was rich
My Drive Rules Everything Around
'Cause baby I wish I was
'Cause baby I wish I was
Rich rich rich Yeah
'Cause baby I wish I was
'Cause baby I wish I was Rich
난 마음의 부자가 되고 싶은데
지갑을 열지 못해
마음을 계속 쓰게 돼
'Cause baby I wish I was
'Cause baby I wish I was
Rich rich rich Yeah
'Cause baby I wish I was
'Cause baby I wish I was",에픽하이 (EPIK HIGH),2014.10.21,"16,304",랩/힙합
비오네 (Feat. 펀치 (Punch)),"젖은 머리가 다 마르기 전에
하늘엔 비가 또 쏟아져
가장 먼저 네 생각이
가장 좋았던 그 날이
오늘처럼 똑같이 비 오던 그 날의
네 얼굴이 떠올라
넌 내 우산을 기다렸고
날 보면서 눈이 커지며
저 달에도 비가 올까
엉뚱한 질문을 넌 했고
난 기상청에 물어보겠다는 말을
돌아가고 싶어 딱 하루만
우리가 좋아했던 그 날
우리가 좋아했던 그 날
추억은 떠오를 거야
좋든 싫든 버릴 수 없어
아쉬움은 이 비에 젖어가길 바래
난 바래
나만 아는 비 오는 날 이야기
눈을 감아 떠오르는 시간이
흩날리는 비처럼 스며들게
더 가까이 얘기해줘 비야
모자 끝에 빗방울 뚝 뚜룩
다 젖어버린 컨버스
발밑엔 꽁초 수두룩
싸구려 이어폰까지도
한쪽만 나오대 까짓거
낭만적인 술안주나 됐다
생각하면 별거 아냐 Detente
비 오는 날 우산 써야지
젖게 놔둠 병 돼 차가워진
기억의 그 온도
짜증 나는 기침 며칠은 가니까
그래 쓴 거야 사실
담배가 더 맛있어진 것도 비 때문
술이 당기는 것도 비 때문
추억은 떠오를 거야
좋든 싫든 버릴 수 없어
아쉬움은 이 비에 젖어가길 바래
난 바래
나만 아는 비 오는 날 이야기
눈을 감아 떠오르는 시간이
흩날리는 비처럼 스며들게
더 가까이 얘기해줘 비야
가라앉은 아침 커튼 뒤
내 창을 두드리면 못 숨기네
비가 내린 그 날
그때로 돌아간 기분 묘하네
그때 우리 좋았었는지
아니면 아파 겨우 곁눈질해
네가 내린 그 날
궁금해 너도 이 비를 보고 있는지",이루펀트,2019.11.09,"3,192",랩/힙합
Rain story,"오려나봐 오늘도
슬픈가봐 구름도
미워했던 하늘도
울어주나봐 비로
쏟아내려 눈물도
감춰질까 이 비로
오늘이 지나가면
괜찮아질까 너도
익숙했던 목소리
비에 젖은 멜로디
네가 묻은 여름밤
함께였던 메모리
혼자가 된 이 거리 거리마다
추억이 비가 되어 쏟아내려
주륵 주륵 주르륵
주륵 주륵 주르륵
오려나 봐 오늘도 익숙해 이젠
잔뜩 화가 나있어 하늘은 괜히 그래
추억들이 쏟아 내려지려 할 땐
우산 없이 걷기도 해 Im ok 이젠
한바탕 쏟아 내려진 다음에 추억조차
닿지 못할 흉터를 새겨 네 마음에
얼마나 많은 먹구름이 껴 있나 밤새
걷어내야 네가 편히
잠에 들 수가 있기에
walking in the rain
이젠 혼자가 된 거리
아름다운 추억들이 번져 있네 보란 듯이
우린 지워졌고
다시 칠해지네 새로운 색이
너를 그린 나의 하룰 비웃기라도 하듯이
그때 써 내려간
멜로디가 비를 따라오면
너도 함께 나를 추억하는 걸까
빗소리가 그쳐오면
네가 나를 떠나가는 것만
같아 난 오늘도 혼자 남아
오려나봐 오늘도
슬픈가봐 구름도
미워했던 하늘도
울어주나봐 비로
쏟아내려 눈물도
감춰질까 이 비로
오늘이 지나가면
괜찮아질까 너도
익숙했던 목소리
비에 젖은 멜로디
네가 묻은 여름밤
함께였던 메모리
혼자가 된 이 거리 거리마다
추억이 비가 되어 쏟아내려
주륵 주륵 주르륵
주륵 주륵 주르륵
먹구름에 감춰있던 너의 추억이
한 방울씩 떨어지네 오늘 밤
이 소리를 듣다 보면 잠에 들어
이제는 꽤나
익숙해진 것만 같아 이런 날
흐릿해진 기억들이 선명해지고
이제는 아무렇지 않아
너를 기억하는
일도 비에 젖어있던 우리 어제에도
꽃이 피려 하니까
보내려 해 늦기 전에 널
떠오르네 오늘 목소리가 문득
불어오네 지나간 우리 추억들
내려오네 찰나 같던 지난 사랑
비에 씻겨 흐릿했던 네 모든 게
쏟아내려 나를 적시고선
사라지고 있어
언제 그랬냐는 듯 잊혀지고 있어
전부 없던 일인 듯
말라가고 있어 언제
내렸냐는 듯 나를
사랑한 적도 없다는 듯
오려나봐 오늘도
슬픈가봐 구름도
미워했던 하늘도
울어주나봐 비로
쏟아내려 눈물도
감춰질까 이 비로
오늘이 지나가면
괜찮아질까 너도
익숙했던 목소리
비에 젖은 멜로디
네가 묻은 여름밤
함께였던 메모리
혼자가 된 이 거리 거리마다
추억이 비가 되어 쏟아내려
주륵 주륵 주르륵
주륵 주륵 주르륵",고요,2021.11.19,990,"랩/힙합, 인디음악"
"진자 (ZINZA) (Feat. YDG, 수란)","야 내 머리 전쟁 중
누가 아군인지 골똘히 생각 중
선택했다면 남은 건 폐품
Bitch u 어리석게도
i don’t choose the 패 uhm
야 우선 그건 됐구
내가 몇 번이구 말했듯
Is my life twisted
그딴 건 인정 못 하지
나 대뜸
니들 입방아에 오르다니
그것도 무슨 환자에 정신병자라니
이거 미치겠군
야 환자 단어 빼
야 다시 생각해
야 우리 차이가 뭐게
야 그딴 건 없다고
나는 다른 거지 틀린 게 아니지
나는 한마디 할 때 100번을 생각해
왔다가 갔다가 미칠 것만 같다고
넌 이해 못 해
진짜 야 이것도 맞고
또 저것도 맞는 거를 어떡하지
입이 열 개라도 귀가 부족해 인마
그 더러운 손 떼
돈 여자 술 없이도 난 홀로 건배
뭘 좀 아는 놈은 날 두고 불러 천재
난 걔가 안다는 그것마저도
안 믿는 변태
야 그리고 나는 그런 사람
절대 아니지 오해 말아 다
줏대 있고 멋있는 예술가는
내가 아냐 진짜 절대 아냐
나는 어린거야 걍
자기 확신이라고는 좆도 없는 나고
결국 남 눈치만 보는 거지
그게 다야 난
빛 좋은 개살구 on the building
난 모순덩어리지 너네 많이 기다렸지
이젠 맘껏 욕할 때야 날
Hear your voice
네 안에 맴도는 생각을 멈춰
Hear your voice
멀어져가는 너를 보고 있어
Hear your voice
지나버린 순간을 기다려
it's like a wrecking wave
you're swimming in the pool
and I’ll be waiting for you boy
우원재 YDG JK형님과 비지
필요해 pill이 feel이
필요해 오늘의 햇빛이
쩐다 쩐다 멘붕을 선사
존재 자체가 현타
쩐다 쩐다 멘붕을 선사
존재 자체가 현타
이를 어쩐다 원재가 느끼는
세상의 중압감은 마치
625 난민 u know wat I mean
일제 강점기 u know wat I mean
이를 어쩐다
민족의 고통의 시발점은
잊지 마 uh
625 난민 u know wat I mean
라이따이한 u know wat I mean
Hear your voice
멀어져가는 너를 보고 있어
Hear your voice
it's like a wrecking wave
you’re swinging in z and a
it's like a wrecking wave
you're swimming in the pool
and I’ll be waiting for you boy",우원재,2017.08.26,"24,196",랩/힙합
HOOLIGAN (Feat. MINO of WINNER),"싹 다 꺼져 Hooligan
멋있어 Hooligan-gan
싹 다 꺼져 나 Hooligan
개 멋있어 Hooligan hooligan
은지 Follow the ONE
지금 같은 시기
우리 한 배를 타 Go on
이제 하나 돼서 뭉쳐
Head up 자신 있게 Step up
모든 카메라는 나에게로 Close up
인생은 전쟁 자신과의 투쟁
Who can predict the future
Yo no one can
나를 두고 뭐라 하건 내 갈 길을 찾은 나
Do I care No I don’t give a 응가
하나 둘 셋 숫자 세고
시선을 다시 뺏어
쉬워 마음먹은 대로
자비롭지 못하게 또
우린 난동 부림 툭툭툭
느릿해도 죽임 Ok
JIWON MINO wannabes buzzin’ buzzin’
싹 다 꺼져 나 Hooligan
개 멋있어 Hooligan-gan
싹 다 꺼져 Hooligan
개 멋있어 Hooligan hooligan
안녕하세요 송민호입니다
제가 이번에
Wait MINO 간만에 랩할게 Yo check it
랩 Money 보다 윙크 한방으로 Flexin’
Privacy 법규 숨 쉴 때도 아주 예삐
The lover도 더 벌어요 오케이 다시
Wait 춤춰 사자 탈속에 우린 나귀
3렙 조끼 아래 껴입어 불릿 바지
비비꼬아 써도 괜찮아 너는 다빈치
아 몰라 쇼핑은 역시
LIQUITEX 물감 따위
난 고인 물인데 뉴비들이 밉네
그래서 지원사격 와서 쓰네 Aim 핵
조심해 네 뚝배기 빡치면 훌리건
인사해 고인 물과 원효대사 썩은 물
우린 난동 부림 툭툭툭
느릿해도 죽임 Ok
JIWON MINO wannabes buzzin’ buzzin’
싹 다 꺼져 나 Hooligan
멋있어 Hooligan-gan
기똥차 Hooligan
개 멋있어 Hooligan hooligan
Hooligan hooligan hooligan
Hooligan hooligan hooligan
Hooligan hooligan hooligan
싹 다 꺼져
Hooligan
개 멋있어
Hooligan hooligan",은지원,2019.06.27,"12,031",랩/힙합
항상 (HANGSANG) Feat. Supreme Boi,"항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

When I’m cruisin’ down damn airport
내 친구들과 비행기 타고
Every day I’m so turnt up with my boys
Every day I’m so turnt up with my dawg

항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

우린 행복해 요즘에
누군 떼 버려 구찌 탭
누군 KAWS toy 몇백 개
누군 살 집을 고민해
맞고 옳은 것만
우물 밖 보고 좋은 것만
떫은 이 판에 익은 것만
멋진 친구들과 멋진 것만

눈 뜨면 red road
(Walking walking walking)
Top 셀럽들의 call
(Talking talking talking)
이 순간들은 다
항상 with my dawg
앞으로도 다
항상 with my thug
일곱 명에게 세상이 발맞춰
우린 같이 항상 항상
Turn up

항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

When I’m cruisin’ down damn airport
내 친구들과 비행기 타고
Every day I’m so turnt up with my boys
Every day I’m so turnt up with my dawg

항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

Turn my swag, now I’m ballin on that worldwide
Turn my swag, now my billin level hyped out
정상엔 나와 친구들이 와있지
Celebrate 파티해 매일같이
Hol’ up, 여긴 place of j-hope, man
Hol’ up, 언제부터 여길 매입했어?
호발이형 killed them all the fake ass
나도 나도 나도 나도

눈뜰 때마다 매거진 1면에 오르네
차트 위에 전셋집을 얻은 듯해
Haters better cop out
Credit card chops like 가라데 챱챱
Me and my friend, 또 바꿔 트렌드세트
Hol’ up, man 이젠 너네가 뱁새
정상엔 나와 친구들이 와있지
BTS, ROCKBOTTOM yeah that’s my team

항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

When I’m cruisin’ down damn airport
내 친구들과 비행기 타고
Every day I’m so turnt up with my boys
Every day I’m so turnt up with my dawg

항상 with my dawg, right
항상 with my thug, right
항상 with my dawg, right
Smash on the street, smash on the street

나만의 rule로 내 bro와
같이 나란히 걸어
데뷔 전부터 우리만 믿고
풍문은 거둬
모두 적이었고
우리 편은
아무도 없었어
그런 팀이 역전했어
이제 세계를 열어
Feel like 가라오케
불러 흔들어 check it
전 세계가 원해
우린 18번 make it
그저 꿈꾸는 대로
모두 현실이 됐지
이제 우리의 turn
싹 다 쏴버려 riches

정당성은 개 밥 밥
앞뒤 없이 왈 왈
개 같이 당당
객기, 억지, 착각
부려대는 짬밥
그들에게 pow pow
우린 떳떳하게 앞 봐
이룬 기록, 상과
그들을 밟아
With ma label 발판
With ma fan 감사
With ma team
항상",j-hope,2018.03.02,"5,158",랩/힙합
마지막 인사,"yes
bigbang is back
most definitely
hey move
b to the i to g bang bang
b to the i to g bang bang
b to the i to g bang bang

about love

상처만 가득히
모질게 날 대하던 너
어르고 달래 또
반복되 널 피하던 나
어디서부터
어긋났을까 기나긴 고민
해답없는 문제속에 헤메여 난
미로 미로 속에 갇힌
길 잃은 방랑자
마냥 이도저도 못해 난 마냥
기다리기만 할 뿐
사뿐 사뿐히 내게 다가와주길 girl
우리 처음 만난 때 처럼
풋풋하던 그때 처럼
이런 이런 이런 저런 저런 저런
너와 내 사이의 끈
절대 놓지 말어
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
아무런 말 없이 떠나 연락없고
아무 말 않고
그러다 어느날 갑자기 나타나고
무슨 일 있었는 듯
날 갖고 노는 건지
이게 사랑이 맞는 건지
하루에도 열두번 더 헷갈리고
about love
한 두번 갖고 놀던 장난감
넌 뭘 원했냐고 되물어봤어
달콤함은 아주 잠깐
우린 너무쉽게 녹아버린 솜사탕
지친 가슴 이젠 나도
막지 못 할 것만 같아
어서 날 잡아줘 떠나가기 전에
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
여전히 널 사랑하지만
내게는 너무나 소중하지만 ye
누구도 네 자릴
메꿀 수 없는걸 i know
you know 그냥 조용히 날 안아줘
i don't wanna be with
out you girl
마지막 인사는 접어두길 바래
오늘 단 하루만큼은
i don't wanna be with
out you girl 내 서툰 마음
까지 안고 가줘
i love you i need you girl
baby baby baby
조금 어색하지만 서로
baby baby baby
아직 사랑하고 있는데
baby baby baby
두렵기는 하지만서도
끝이 보이지만
난 그래도 only you girl
b to the i to g bang bang
b to the i to g bang bang
b to the i to g bang bang
come on come on come on
b to the i to g bang bang
b to the i to g bang bang
끝이 보이지만
난 그래도 only you girl
about love",BIGBANG (빅뱅),2008.02.27,"5,024","댄스, 랩/힙합"
