제목,가사,가수,발매일,좋아요수,장르
Rapflicks,"I got clouds on my feet
the way I ride with the beat
내 기분처럼 올라가는 나의 값어치
더 뜨기 전에 미리 찍어둬
쇼미 열기는 결국 식어도 출근해
studio에서
우린 전설을 만들고
만든 걸 밖으로 퍼 나르고
변화를 바란 이들의 입에
매일 오르내려 잘 알아둬
Hi-Lite 레게머리 하나
두 개의 타마고
Imma go harder than any
motherfucker that ever did it
우리 식구끼리
we gon’ get it get it
시시비비 2위 1위 무슨 의미
돈 버는 새끼들은 따로 있지
so 보이는 대로 믿지 마 TV
솔직한 척하는 애들 대부분이 기믹
흉내쟁이들 잡아내는 게
바로 우리 취미
우리 무대를 보고 나면 풀려
다리에 힘이 오줌 지림 전기 찌릿
식구끼리 we gon’ get it
알아서 잘 먹어
각자의 영역 만들어가는 것은
각자의 노력 하나만 노려
y’all talk that bullshit
난 숫자로 번역 공통의 언어
talk numbers
한번 사는 인생 화려하게 빛낼래
흉내 내는 가짜들은
they gon’ do it for the ‘Gram
나의 20대 지나기 전에 millionaire
어떻게든 이뤄내
찍어둬 그래 방송에서 봤어 반갑다고
분신 공연 이름 들어봤다고
유행 따라서 잘 몰라도 일단 아는 척
아는 척해 사진 찍어
찍어둬 그래 방송에서 봤어 반갑다고
분신 공연 이름 들어봤다고
유행 따라서 잘 몰라도 일단 아는 척
아는 척해 사진 찍어
Yo 유행이 전부인 세상 한가운데를
걸어가는 내 신발은 니들
시야에서 자유로워
올라가는 건 느리고 내려가는 건
겁나게 빠른 그놈의 유명세는
마치 자이로드롭
그런 것들에 쉽게
휘둘리지 않는 내 고집
멘탈의 두께는 거의 콘크리트
니 타자질은 거기에다 대고 하는 톱질
Yo bitch is takin’ flicks of me
and my whole clique
나를 싫어해도 너흰 궁금해하지
나의 소식
욕질 실컷 하고 마주치면 또 소심
너넨 말보다 emojis
평생 현실 도피
너네 도피할 때 나는 여기저기
그래 어찌 보면 나는 적이 없지
헛소문 Wi-Fi 타고 돌지
어그로 끌 때 비행기 차 타고 돌지
연을 다 끊었지 바보 같은 새끼
야욕 땜에 노선 바꾼 새끼
거품 인기 다 결국 식지
길거리에서 만나면
찍어둬 그래 방송에서 봤어 반갑다고
분신 공연 이름 들어봤다고
유행 따라서 잘 몰라도 일단 아는 척
아는 척해 사진 찍어
찍어둬 그래 방송에서 봤어 반갑다고
분신 공연 이름 들어봤다고
유행 따라서 잘 몰라도 일단 아는 척
아는 척해 사진 찍어",지투 (G2),2017.10.14,"7,971",랩/힙합
Swing My Way,"Feel a little a rush
every time we touch
Hangin’ all day but it’s not enough
I’mma hit your line when you get off
Dinner and wine at your favorite spot
I don’t see myself with no one else
Ooh the way you help undo belt
Sun is setting every day
I can’t let this get away
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real yeah
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real yeah
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
We ain’t gotta pretend now babe
I’m coloring in the grays
With you it’s where it’s at
And we ain’t got time to waste
I can see it in your eyes
Has it ever felt so nice
I try my best to stay composed
But I just had to let you know yeah
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real ooh
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real ooh
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real
You got the moves
I got the groove
You set the pace
It’s me and you
You know the deal
I know it’s real
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
Oh baby take a chance on me
Oh baby do your dance on me
Come and swing my way
Come and swing my way
Feelin’ all this summertime
magic with you
Feelin’ all this summertime
magic with you",Phe R.E.D.S,2020.09.16,"4,991",랩/힙합
깜빡 (Feat. Zion.T & Crucial Star),"방금 지나간 저 여자도
예쁘기는 해
방금 또 스쳐지나간 여자도
괜찮은 몸매였어
but you know what
재미없어
no no
전부 매력없어
so so
다 거기서 거기
뭔가 가벼운 느낌
Oh
내가 말을 걸어도
넌 튕길걸 알어
잘 아는 곳인데도 넌
길을 묻게 만들어
baby
깜빡 하고 다시 눈을 또
깜빡 하고 다시 봐도 넌 달라
쟤들과는 달라 너무 달라
깜빡 하고 다시 눈을 또
깜빡 하고 다시 봐도 넌 달라 달라
달라
hoo
Du Du Du Duh
아까부터 계속 널 봤어 CGV 앞에서
눈이 마주칠수록 시크해져가 넌
나같은 놈들은 관심도 없다는 듯
동정하듯 날 쳐다보는 차가운 눈
그래서 더 끌려
배우같은 포즈 높은
high heels
주변을 두리번
기다리나봐 니 애인
그러니까 음
baby girl I'm just sayin'
너의 남자 잠시 깜빡
잊게하고 싶은데 내가 말야
전화번호 같은건 물어보지 않을게
대신 이어폰 한 쪽만 껴봐
이게 누구 노래냐면
깜빡 하고 다시 눈을 또
깜빡 하고 다시 봐도 넌 달라
쟤들과는 달라 너무 달라
깜빡 하고 다시 눈을 또
깜빡 하고 다시 봐도 넌 달라 달라
달라
hoo
Du Du Du Duh",GRAY (그레이),2012.05.16,"24,200","랩/힙합, 인디음악"
MAMA,"Time travel 2006년의 해
춤에 미쳐
엄마 허리띠를 졸라맸지
아빠 반대에도 매일 달려들 때
아랑곳하지 않고
띄워주신 꿈의 조각배
But 몰랐지 엄마의 큰 보탬이
펼쳐 있는 지름길 아닌
빚을 쥔 이 꿈의 길
Always
문제의 money 어머닌 결국
Go away
타지로 일하러 가셨어
전화로
듣는 엄마의 목소리는 선명하고
기억나는 건
그때 엄마의 강인함이 내겐 변화구
정말로
꼭 성공해야겠다고 결심하고
그 다짐 하나로
지금의 아들로
Hey mama
이젠 내게 기대도 돼 언제나 옆에
Hey mama
내게 아낌없이 주셨기에
버팀목이었기에
Hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
Hey mama
Hey mama
Hey mama
I'm sorry mama
하늘같은 은혜 이제 알아서 mama
Hey mama
So thanks mama
내게 피와 살이 되어주셔서 mama
기억해 mom
문흥동 히딩크 pc방
브로드웨이 레스토랑
가정 위해 두 발 뛰는 베테랑
실패는 성공의 어머니 어머니
그런 열정과 성심을 배워
Wanna be wanna be
이제 나도 어른이 될 때
새싹에 큰 거름이 되었기에
꽃이 되어 그대만의 꽃길이 될게
You walking on way way way
Hey mama
이젠 내게 기대도 돼 언제나 옆에
Hey mama
내게 아낌없이 주셨기에
버팀목이었기에
Hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
Hey mama
Hey mama
세상을 느끼게 해준
그대가 만들어준 숨
오늘따라 문득
더 안고 싶은 품
땅 위 그 무엇이 높다 하리오
하늘 밑 그 무엇이 넓다 하리오
오직 하나 엄마 손이 약손
그대는 영원한 나만의 placebo
I love mom
Hey mama
이젠 내게 기대도 돼 언제나 옆에
Hey mama
내게 아낌없이 주셨기에
버팀목이었기에
Hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
Hey mama
Hey mama
Hey mama
이젠 내게 기대도 돼 언제나 옆에
Hey mama
내게 아낌없이 주셨기에
버팀목이었기에
Hey mama
이젠 아들내미 믿으면 돼 웃으면 돼
Hey mama
Hey mama",방탄소년단,2016.10.10,"81,708",랩/힙합
너 (Feat. pH-1),"You gave me best part of my life
You make me feel so alive
우린 서로 다른 곳을 따라
또다시 만나 별의 길을 따라
Shawty we gon’ be alright 걱정 마
넌 어딜 가든 빛날 태양 너와 나
Shawty we gon’ be alright 걱정 마
넌 어딜 가든 빛날 태양 너와 나
You gave me best part of my life
You make me feel so alive
서로 다른 곳 서로 다른 사람
옆에 있더라도 나를 잊진 말아
여기 밤에 저기 난 또
빠진 채로 날 못 구해 토해
Feels like I’m in the ocean
Feeling like I’m drowning
난 사실 너가 필요한데 또
그런 말 못 난 토해
아침이 오고 있어
나는 다시 숨어
You gave me best part of my life
You make me feel so alive
우린 서로 다른 곳을 따라
또다시 만나 별의 길을 따라
I never thought we could lose it
You turned away closed the door
빛이 나던 너의 그
두 눈엔 어둠만 흘렀어
When you came into my life
어느새 난 변해갔고
전에 나를 검게
물들여놓은 때를 씻어놨어
추억들을 팔아 벌어댄 내 돈도
지나버린 우리 시간은 못 돌려
Time is gone gone 나 홀로
수만 가지 말을 떠올려
입을 열 때마다 너한테 줬네 상처
그래서 마음을
수면제랑 다시 깊이 삼켜
Only one thing left to do
is to find another you
전부 변해가고 떠나
변한 상황일수록 그리워 그 기억
그 안의 너
전부 변해가고 떠나
변한 상황일수록 그리워 그 기억
변해가고 떠났지만
You gave me best part of my life
You make me feel so alive
우린 서로 다른 곳을 따라
또다시 만나 별의 길을 따라
우린 서로 다른 곳을 따라
또다시 만나 별의 길을 따라",키드밀리 (Kid Milli),2020.04.17,"7,240",랩/힙합
Beautiful Life (Feat. 빅마마),"Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
인생 뭐 있어
난 밀어붙여 우울해 봤자
어차피 답은 없어
Stand up get up on your peat
나 역시 물려받은 가난과 빚
Yo don't give it up keep
you head up you know
we can make it better
하나보단 둘 둘보다는 셋
지독한 세상에 힘을 합칠 때
두려움은 없어
바람 부는 언덕 위로
꿈의 세계로 따라와
here we go
하늘과 맞닿은
여기완 남다른 세상은 존재해
너무나 빛나는
I'll be there for you baby
whenever you want it baby
인생 뭐 있어
어차피 한세상 억지라도 웃어
Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
두 다리는 걷지를 못해
지쳐버린 세상
상처만을 간직한대도
걱정하지마
We'll do it together
세상은 난 두렵지 않아
계속된 짜증과 trouble
텅 빈 지갑에 폼만 잡아 쥐뿔
두 손 두 발 든 어머니의
두 뺨에 흐르는 눈물
이제는 정신차려야 목구멍에
내 밥이 넘어가
이제는 정신차려야
내 가족들의 숨이 넘어가
어려운 일 있어도
Work it out no doubt
갈 때까지 가 right now
아무리 쓰러져도
I get right back up
난 갈 때까지 가봐
I get right back up
I'll be there for you baby
whenever you want it baby
인생 뭐 있어
어차피 한세상 억지라도 웃어
Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
두 다리는 걷지를 못해
지쳐버린 세상
상처만을 간직한대도
걱정하지마
We'll do it together
세상은 난 두렵지 않아
새롭게 떠오른 저 태양이
우릴 비춰주잖아
힘을 내 그대를 향해 소리쳐
Cuz i can see the way
인생 또 뭐 있어 밀어 붙여
그 까짓 것 불을 지펴
이 어둠 속에
본 모습을 찾아 그 까짓 것
인생 또 뭐 있어 밀어 붙여
그 까짓 것 두려움은 없어
실패는 없어
인생 뭐 있어 그 까짓 것
Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
Whenever nobody's for you
in the dark
날 가둬둔
빛을 잃어버린 세상뿐
걱정하지마
We'll do it together
세상은 난 두렵지 않아
인생 또 뭐 있어 밀어 붙여
그 까짓 것 불을 지펴
이 어둠 속에
본 모습을 찾아 그 까짓 것
인생 또 뭐 있어 밀어 붙여
그 까짓 것 두려움은 없어
실패는 없어
인생 뭐 있어 그 까짓 것
인생 또 뭐 있어 밀어 붙여
그 까짓 것 불을 지펴
이 어둠 속에
본 모습을 찾아 그 까짓 것
인생 또 뭐 있어 밀어 붙여
그 까짓 것 두려움은 없어
실패는 없어
인생 뭐 있어 그 까짓 것",MC몽,2008.04.17,"2,301",랩/힙합
Penthouse (Feat. Sik-K) (Prod. APRO),"소파에 앉아 둘러봐
떨어진 동전은 굴러가
전망 좋은 여긴 분명 나의
어렸을 적 꿈과 붕어빵
이 공간을 가득 채웠는데
왜 난 아직도 lonely
멜로디 뭐였는지 기억도 안 나
알지 못하는 phone ring
Imma wake up with nobody beside me
벽엔 이해 못할 붓칠들이 전시
bought from designers
분명 난 행복할 줄로만 알았지
but no na na
나 나 지금 여기까지 오기 위해서
never slowed down down
Just another story of a go getter
가득 찬 내 집은 너무
Top of the building
in my penthouse
현실이 됐지 옛날의 생각
이미 옥상에
가슴이 속상해
Top of the building
in my penthouse
현실이 됐지 옛날의 생각
이미 옥상에
가슴이 속상해
너무도 외로운 나머지
연락도 안 한 지 몇 개월
됐는지 기억도 안 나는 너에게
잘 지냈냐는 문자부터 보냈지 wait
예상했듯 넌 약간 당황한 듯 보여
대화창엔 어색함이 잔뜩 고여
얼마 전에 사둔
이모티콘이 도움이 돼
Filled my house
with the whole world
Call up more friends
and call up more girls
The noise upset the neighbors
I’m like so what
또 오겠지 관리인한테 통화
맨 위에서 바라보니 크게만
느껴지던 모든 게 작게 보여
높이를 얻기 위해
밤새 뛰어 도착해보면
멈춰서 인지 땀이 식어서인지
I’m cold woah woah woah
오늘 밤도 불 다 켜고 잠에 들겠지
Imma leave the lights on
Sing it
Top of the building
in my penthouse
현실이 됐지 옛날의 생각
이미 옥상에
가슴이 속상해
Top of the building
in my penthouse
현실이 됐지 옛날의 생각
이미 옥상에
가슴이 속상해
난 내 목을 졸랐네
내 고민들과 지금은 옥상 위에
달라진 건 없어 맨날 똑같아
새로운 거라면 새로운 옷 밖에
Brand new Porsche 밖에
Skrt
Skrt skrt 니네 머리 위
Skrt skrt 이게 내 위치
친구들과 이젠 top of the building
우리가 원한다면 go and get it
다 해먹을 줄 알았다니깐 끼리끼리
다 해먹을 줄 알았다니깐
민식이는 rich
Party like a freak
Never shuttin down
Penthouse where I’m at
Never comin down
예쁜 여자들 in my penthouse
나는 개같이 놀고 다시 한번 생각해
외로운 이유는 왜일까에 대해
Top of the building
in my penthouse
현실이 됐지 옛날의 생각
이미 옥상에
가슴이 속상해",pH-1,2018.02.04,"16,936",랩/힙합
See You Again,"슬픔을 뒤로한 채 우린 잠시 안녕
잘가란 인사를 건네
그저 우린 잠시 안녕
처음 봤던 그 모습 그대로
우린 다시 안녕
행복해지길 바래 good bye
차가운 밤 우린 매일
떠 있는 저 별을 보며
기도했어 너와 나 영원히
이대로 행복할 수 있게
See you again See you again
또 다시 See you again
See you again See you again
퉁명한 말투 너와 건네는
어색한 악수
그 속에 부드러움을 안고
따듯함을 느꼈어
심장이 터질 만큼
서서히 내게 번져 갔던
너라는 존재
이젠 감은 눈을 뜨면
느껴지는 이 공백
부디 나의 손을 잡아줘
다시 행복 할 수 있게
날카로운 말로 미안하단 말도
하면서 넌 또 내 곁을 떠나가
마지막이라 말하지마
우리 그때의 그 날처럼
다시
See you again See you again
또 다시 See you again
See you again
We have to go back in time
Wow 영화 같던
그 순간으로 replay
Wow 행복만 가득했었던
그 장면은 어디에
There's nothin nothin
nothin nothin my life forever
ever
방법이 없었던 건지
우린 알 수 없어
however
아름다움으로 번졌었던
우리의 그 날
우리의 그날
기억으로만 남겨진
눈물도 이제 그만
이제 그만
단 한번의 기회를 줘
가지 말라고 붙잡은
이 손을 놓치지 말아줘
Wo 우리 다시 만나는 그날을 위해
See you again
See you again See you again
Baby missing you
또 다시
See you again See you again
See you again See you again
또 다시
See you again
See you again See you again",몬스타엑스,2019.10.28,"12,063",랩/힙합
soft,"I'm dreamin'
I'm dreamin'
I'm dreamin'
I'm dreamin'
I'm dreamin'
I'm dreamin'
나와 걸어 나머지는 이젠 어른
없어지고 싶어 같이 가
너도 나와 같다면
질리지 않아 안에서 바깥 구경
별을 그만 보고 나와 새롭게 만들어
수많은 taxis out
그래서 삶은
오렌지 색깔의 터널인가 봐
I've been checking out
가로수의 여자들
허나 같이 꿈을 꿀
그녀는 찾기가 힘든 건가 봐
하루살이 바빠
밤에는 네온사인에 몸을 맡겨
술자리에서 든 smart phone
여자들 talk
기대려 해 힘든 척
그걸 내색 없이 이길
그녀를 찾고 있어
꿈을 꿔 그녀와 사라질 공간을
Moving on to the moon 우리 둘만의
시간은 영원해
나와 같이 별 하나 만들래
Raindrops are fallin' on my head
Right now
그녀와 우산 없이 다 맞을래
Right now
Raindrops are fallin' on my head
Right now
Raindrops are fallin' on her head
Right now",나플라 (nafla),2020.03.24,"4,710",랩/힙합
넌 나를 왜 (Feat. 정엽 Of Brown Eyed Soul),"넌 나를 왜 넌 나를 왜
넌 나를 왜 왜 날 떠나 갔니
넌 나를 왜 넌 나를 왜
넌 나를 왜 왜 날 떠나 갔니
한참을 걷다가
삼천동 끝자락쯤 왔을때
언제나 만나던 그 길에서
내게 헤어지자 했어
울먹거리며 돌아선 넌
너무해 가증스러워
뒤통수를 후려 맞은
난 허무해 갑작스러워
이 긴 길을 나혼자 어떻게 가라고
역 앞에서라도 걸으면서라도
커피 마실 때라도 말했어도 됐잖아
미안하단 말밖에 하지않는
네게 더욱더 화가 나
다른 사람있다고 내가 싫다고
변명이라도 해봐
왜 떠나니 왜 떠나니
날 두고서 너는 왜 떠나니
혹시 니가 다시 돌아올까봐
모두 거짓말일까봐
한 걸음도 나는 못가잖아
너 따윈 퉤 해놓고
왜 혼자서 울면서 걸어가
눈물 콧물 범벅 된 날
쳐다보는 시선도 부끄러
부끄러운 것보다 너와의 이별이
슬픈 현실이 싫어
너 없는 내일은 어떡하지
뭘 하지 혼자서 물어
뭘 할까 친구를 만날까 영화를 볼까
아무렇지 않은 척
출근을 할 수 있을까
지금이라도 너한테
전화 할까 매달릴까
됐어 그냥 술이나 마실래
왜 떠나니 왜 떠나니
날 두고서 너는 왜 떠나니
혹시 니가 다시 돌아올까봐
모두 거짓말일까봐
한 걸음도 나는 못가잖아
눈물이 멈추질 않아서
그렇게 떠나가는 널
붙잡을 수가 없잖아
떠나지마 떠나지마
왜 떠나니 왜 떠나니
날 두고서 넌 왜 떠나니
누구보다 니가 더 잘 알잖아
너만을 사랑했던 날
왜 떠나니 너는 왜 떠나니
너도 가슴 아플꺼야
힘들꺼야 말하는 날 더러
사람들이 내게 말해
너 돈거야 정신 차려
취한채 사는게 더 편해
도망치고 싶었던 마음
체한것처럼 답답해
추하게 널 잡던 모습
이 모든게 다 꿈이야 현실이 아니야
내가 생각했던 우리 미래는
이런게 아니야
무정히 떠나며 남긴
일방적 이별통본 인정못해
그렇게 아무리 부정해도
흐르는 눈물이 긍정해
넌 나를 왜 넌 나를 왜
넌 나를 왜 왜 날 떠나갔니",길미,2010.07.29,"3,119",랩/힙합
잘가 (Feat. Paloalto),"어느새 낮 밤 곧 아침이야
난 준비가 됐을까
시간은 참 잘 가
잠들기 싫어 아직 눈은 멀똥멀똥하지
자꾸 재우려고 하지 마 제발
Don’t say goodbye ya yah
Don’t say goodbye ya yah
어른이 되고 싶었던 내 08
양치는 청솔학원 옥상
거동이 불편할 줄 예상했던 서른 살
벌써 강산이 변했다니
내가 꿈을 꾸는 걸까
시간이 들겠지라 말했지만
역시 빠르지
세계를 돌았지만 돌아와 보니
체감은 하루치
이제는 잠들기도 아까워 눈을 떠
돌아가는 초침 소리 선명하게 들려
난 일을 계속 벌이지
이건 박재범의 원리
타임머신 위로 번지
쓰던 소주 맛을 까먹었지
배부른 소리 그래 배부른 소리
근데 이것도 지금 아니면
못하는 소리
외치다가 가야지 마음껏
아마도 곧 이때가 그리울걸
마지막 선물을 줘 내 마니또
이기적인 창문의 색깔은 또
어느새 낮 밤 곧 아침이야
난 준비가 됐을까
시간은 참 잘 가
잠들기 싫어 아직 눈은 멀똥멀똥하지
자꾸 재우려고 하지 마 제발
Don’t say goodbye ya yah
Don’t say goodbye ya yah
민간인 되고 싶었던 내 ’08
음악도 사랑도
두 가지 다 잡고 싶던 욕망
특별할 거 없지
이제 와서 돌아보는 서른 살
마음먹기 나름이지
아름다운 우리 봄날
난 놀고 싶고
벌고 싶어
바보처럼 취하게 술 진탕 먹고 싶어
짐 내려놓고 싶어
늘 자유롭고 싶어
하고 싶은 게 참 많아
시간을 벌고 싶어
인생 뭐 별거 있어
그냥 사는 거지
복잡하게 생각하다가 걍 사는 거지
만남과 이별
우린 평생 그걸 반복하지
이제 난 감당할 수 있어
정말로 다 큰 거지
흥이 나게 살아
마치 혁우 a.k.a 로꼬
2006년 떠올라
에픽 피처링 했을 때
그때 그 기분이
지금 바로 너 기분일까
잠시 안녕해야 할 땐
밝게 emoji로 smile",로꼬,2019.02.07,"11,641",랩/힙합
Who Dat B,"쥐어짜지 않아도 알 사람들은 알아
they already know
Gossip gossip 마치 사실
마치 전부인 양 다들 떠들어
불편한 사람들 맞출 생각 없어
그냥 되게 버릇없는 女
Tv 예능 광고 화보 앨범
공연 행사 투어 난 바쁜 몸
Who dat B
Who dat B
Who dat B
난 날아다니는 벤처
Who dat B
Who dat B
Who dat B
They love to hate me
cause I Keep it real y’all
너넨 부러워하네 이미 진 거
Calling calling 제시 섭외해 모두
아무리 잘나가도 나는 loyal
난 여기저기 다녀
하늘에서 일등석 타고서 자유형
세상 어디를 가든 동양 여자로서
나는 절대 안 꿀려
Stackin mileage while im stylin
hah
하지 말라고 할수록
나는 더 하고 싶어져 even more
네 남친 여친 정신 털지
성질 급한 언니 i’ma take it all
Who dat B
Who dat B
Who dat B
난 날아다니는 벤처
Who dat B
Who dat B
Who dat B
They love to hate me
cause I Keep it real y’all
너넨 부러워하네 이미 진 거
Calling calling 제시 섭외해 모두
아무리 잘나가도 나는 loyal
Who dat B
oh that thick
You dat B
They wanna know
Ass lookin real good
Who dat B
They wanna know
Who dat B
They wanna know
Who dat B
They wanna know
F’em
What they say about ya
Forget’em
시간이 없어
밤이 깊어 oh yeah
Ice ice 땡 어서 움직여
왜 얼어 넌 쫄아 got dam
Goin in
누가 될지는
두고 보면 알지
부려봐 재롱
U betta man up
경쟁이 쌔
나라는 brand
Give me the cash
다 주면 돼
괜찮겠어 나 이런데
The baddest
of the baddest GANGGANG
Who dat B
Who dat B
Who dat B
난 날아다니는 벤처
Who dat B
Who dat B
Who dat B
They love to hate me
cause I Keep it real y’all
너넨 부러워하네 이미 진 거
Calling calling 제시 섭외해 모두
아무리 잘나가도 나는 loyal",제시 (Jessi),2019.09.23,"7,561",랩/힙합
30분 (30MIN) (Feat. 사이먼 도미닉) (Prod. GooseBumps),"넌 뭐가 그리 바뻐
나도 이제 집에 갈 거야
그래도 30분이 남어
우린 옷을 벗어야 한단 걸 알어
더 빨리 누워줘
입술 깨물어줘
다리를 둘러줘
내 이름 불러줘
고야드 풀렸어
우린 이미 틀렸어
멈추기엔 늦었어
느껴져 느껴져 yeah
Hit it from behind
뒤집어 누워 face time
말 안 해도 알지
알아서 불어 Neck time
지금 가장 큰 이슈
givin me Head line
지금 나랑 너한테 있을 수 없어
red light
Like fight night 우린 치고 박어
우린 싸우는 게 아냐
내 등에 손톱 자국 빨갛게
내 목에 뽀뽀 자국 빨갛게
소파는 빠져있어 바다에
허우적대지 첨벙첨벙
맨 몸에 적셔
스쿠버 다이빙 난 헤엄쳐
넌 뭐가 그리 바뻐
나도 이제 집에 갈 거야
그래도 30분이 남어
우린 옷을 벗어야 한단 걸 알어
더 빨리 누워줘
입술 깨물어줘
다리를 둘러줘
내 이름 불러줘
고야드 풀렸어
우린 이미 틀렸어
멈추기엔 늦었어
느껴져 느껴져
넌 뭐가 그리 바뻐
나도 이제 집에 갈 거야
그래도 30분이 남어
우린 옷을 벗어야 한단 걸 알어
더 빨리 누워줘
입술 깨물어줘
다리를 둘러줘
내 이름 불러줘
고야드 풀렸어
우린 이미 틀렸어
멈추기엔 늦었어
느껴져 느껴져",식케이 (Sik-K),2020.03.24,"4,019",랩/힙합
버스야 돌고 돌아 다시 내게 오라,"보세 옷 코디를 갖춰
향수를 뿌리고 나서
멍하니 거울을 봤어
뭔가 어색해 보였거든
친구를 잃은 기분만큼의
발걸음은 가벼워서
너 카드를 두고 나온 것도
깜빡한 거니
목적지에는 차피 나 밖에
없는데 정신은 깜빡깜빡
혼자서 지구를 한 바퀴 돌아도
신호는 더럽게도 안 바뀌어
줄이 길게 늘어선 신논현역 앞에
표정들의 무게를 가늠하니 답답해
안내방송에 안주하면서 자다 깨다를
반복하다 보니 어느새 다 왔네
난 이번에 내려야 되는데
급하게 탄 여성분 너를 닮았네
혹시나 해서 고개를 떨군 채로
눈을 굴리며 불편하게 앉았네
모자를 푹 눌러 쓰고
이어폰 볼륨을 올려
네 향수 냄새가 기억 안 나지만
심박수를 올렸네
내 옆이 네가 아닌 걸 알아
But 대역 죄인 잡고 싶은 손가락
의자의 표면에서 내가 멀어지고
아무런 파동이 없는 공간이 곧
펼쳐지면 느껴 둘만의 숨을
피어싱 끼는 그녀의 살결이 스쳐
내 변태 같은 생각에 불만 있어도
피곤에 찌들어 외로운 뇌를
꺼줄 수는 없잖아
목적지에는 다 와가는데
어느새 그녀는 꿈뻑꿈뻑
혼자서 망상을 한 다음에
신호는 노란색으로 바뀌어
줄이 길게 늘어선 가로등을 지나
츄리닝을 보이며 어깨에 곤히 잠든
그녀는 내 목에 숨을 불었지만
내 숨은 멈춘 게 분명한 시간
나 이번에 내려야 되는데
급하게 탄 여성분 먼저 깨웠네
혹시나 해서 고개를 든 채로
눈을 굴리며 서로 빤히 쳐다봤네
모자를 푹 눌러 쓴 그녀
살짝 보인 미소 아름다워
그 향수 냄새를 기억할 때쯤에
번호 묻기엔 너무 늦었네",래원 (Layone),2021.02.25,"7,183",랩/힙합
사랑이니까,"내가 널 놓쳐도
네가 날 잡아줘
그게 사랑이니까
내가 술에 취해도
귀를 기울여줘
전부 널 위한 거니까
let me let me
let me die in your arms
in your arms
우리 좋았던 때로 back in time
마치 오늘 처음 만난 사이같이
그럼 난 또 뻔하게 다시
make you mine
의심하지 마 어차피 난
너를 사랑하는데
여전히 난 시간 지나도
너의 곁에 남아있을 텐데
맞춰가는 게 참아주는 게
지금 많이 힘이 들어도
너도 잘 알겠지만 나도 여태
그랬으니 조금만 더 믿어줘
난 너 아닌 모든 것들과 싸워야만 해
널 포함한 내 전부를 지켜내야 해
네가 떠나면 난 뭘 위해 살아가야 해
잠시 뒤를 돌아봐도 좋으니
부를 때면 다시 날 돌아봐줄래
너의 탓이 아냐 우린 최선 다했었는데
싸우지 않아도 돼 누구의 탓도 아닌데
시간 돌려봐도 결과는 같을 텐데
우리가 왜 이런 일로
시간 낭비를 해야 해
내가 떠나면 너 먼저 후회할 거잖아
난 그걸 알아서 여태 받아줬잖아
여태까지 우리 잘 노력해 왔잖아
지금 포기하면 그 모든 게 의미 없잖아
내가 널 놓쳐도
네가 날 잡아줘
그게 사랑이니까
내가 술에 취해도
귀를 기울여줘
전부 널 위한 거니까
let me let me
let me die in your arms
in your arms
우리 좋았던 때로 back in time
마치 오늘 처음 만난 사이같이
그럼 난 또 뻔하게 다시
make you mine",이한울,2022.11.24,666,"랩/힙합, 인디음악"
